citation_journal,link,PMID
"Gunluoglu MZ, Melek H, Medetoglu B, Demir A, Kara HV, Dincer SI. The validity of preoperative lymph node staging guidelines of European Society of Thoracic Surgeons in non‐small‐cell lung cancer patients.  European Journal of Cardio‐thoracic Surgery 2011;40(2):287‐90. [PUBMED: 21185733]CENTRAL    PubMed     Google Scholar   Web of Science® Times Cited: 14",https://www.ncbi.nlm.nih.gov/pubmed/21185733,21185733
Harders SW. LUCIS: lung cancer imaging studies.  Danish Medical Journal 2012;59(11):B4542. [PUBMED: 23171752]CENTRAL    PubMed     Google Scholar   Web of Science® Times Cited: 3,https://www.ncbi.nlm.nih.gov/pubmed/23171752,23171752
"Yang WF, Tan GZ, Fu Z, Yu JM. [Evaluation of the diagnostic value of (18)F‐FDG PET‐CT and enhanced CT for staging of lymph node metastasis in non small cell lung cancer].  Zhonghua zhong liu za zhi [Chinese Journal of Oncology] 2009;31(12):925‐8. [PUBMED: 20193335]CENTRAL    PubMed     Google Scholar   Web of Science® Times Cited: 3",https://www.ncbi.nlm.nih.gov/pubmed/20193335,20193335
"Li XD, Yin JL, Liu WK, Ouyang X, Zhou Z, Qiao GB, et al. [Value of positron emission tomography‐computed tomography in the diagnosis of mediastinal lymph node metastasis of non‐small cell lung cancer].  Journal of Southern Medical University 2010;30(3):506‐8. [PUBMED: 20335121]CENTRAL    PubMed     Google Scholar   Web of Science® Times Cited: 9",https://www.ncbi.nlm.nih.gov/pubmed/20335121,20335121
"Iskender I, Kapicibasi HO, Kadioglu SZ, Sevilgen G, Tezel C, Kosar A, et al. Comparison of integrated positron emission tomography/computed tomography and mediastinoscopy in mediastinal staging of non‐small cell lung cancer: analysis of 212 patients.  Acta Chirurgica Belgica 2012;112(3):219‐25. [PUBMED: 22808763]CENTRAL    PubMed     Google Scholar   Web of Science® Times Cited: 4",https://www.ncbi.nlm.nih.gov/pubmed/22808763,22808763
"Chen W, Jian W, Li HT, Li C, Zhang YK, Xie B, et al. Whole‐body diffusion‐weighted imaging vs. FDG‐PET for the detection of non‐small‐cell lung cancer. How do they measure up?.  Magnetic Resonance Imaging 2010;28(5):613‐20. [PUBMED: 20418042]CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 44",https://www.ncbi.nlm.nih.gov/pubmed/20418042,20418042
"Subedi N, Scarsbrook A, Darby M, Korde K, Mc SP, Muers MF. The clinical impact of integrated FDG PET‐CT on management decisions in patients with lung cancer.  Lung Cancer 2009;64(3):301‐7. [PUBMED: 19004519]CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 21",https://www.ncbi.nlm.nih.gov/pubmed/19004519,19004519
"Yang W, Zhang Y, Fu Z, Yu J, Sun X, Mu D, et al. Imaging of proliferation with 18F‐FLT PET/CT versus 18F‐FDG PET/CT in non‐small‐cell lung cancer.  European Journal of Nuclear Medicine and Molecular Imaging 2010;37(7):1291‐9. [PUBMED: 20309686]CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 26",https://www.ncbi.nlm.nih.gov/pubmed/20309686,20309686
"Lee JW, Kim BS, Lee DS, Chung JK, Lee MC, Kim S, et al. 18F‐FDG PET/CT in mediastinal lymph node staging of non‐small‐cell lung cancer in a tuberculosis‐endemic country: consideration of lymph node calcification and distribution pattern to improve specificity.  European Journal of Nuclear Medicine and Molecular Imaging 2009;36(11):1794‐802. [PUBMED: 19430783]CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 26",https://www.ncbi.nlm.nih.gov/pubmed/19430783,19430783
"Li M, Wu N, Liu Y, Zheng R, Liang Y, Zhang W, et al. Regional nodal staging with 18F‐FDG PET‐CT in non‐small cell lung cancer: Additional diagnostic value of CT attenuation anddual‐time‐point imaging.  European Journal of Radiology 2012;81(8):1886‐90. [PUBMED: 21511421]CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 9",https://www.ncbi.nlm.nih.gov/pubmed/21511421,21511421
"Ohnishi R, Yasuda I, Kato T, Tanaka T, Kaneko Y, Suzuki T, et al. Combined endobronchial and endoscopic ultrasound‐guided fine needle aspiration for mediastinal nodal staging of lung cancer.  Endoscopy 2011;43(12):1082‐89. [PUBMED: 21971924]CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 34",https://www.ncbi.nlm.nih.gov/pubmed/21971924,21971924
"Bryant AS, Cerfolio RJ, Klemm KM, Ojha B. Maximum standard uptake value of mediastinal lymph nodes on integrated FDG‐PET‐CT predicts pathology in patients with non‐small cell lung cancer.  The Annals of Thoracic Surgery 2006;82(2):417‐22. [PUBMED: 16863739]CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 75",https://www.ncbi.nlm.nih.gov/pubmed/16863739,16863739
