citation_journal,link,PMID
"Brandwein SL, Farrell JJ, Centeno BA, Brugge WR. Detection and tumor staging of malignancy in cystic, intraductal, and solid tumors of the pancreas by EUS.  Gastrointestinal Endoscopy 2001;53(7):722‐7. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/11375578,11375578
"Kim SH, Lee JM, Lee ES, Baek JH, Kim JH, Han JK, et al. Intraductal papillary mucinous neoplasms of the pancreas: Evaluation of malignant potential and surgical resectability by using MR imaging with MR cholangiography.  Radiology 2015;274(3):723‐33. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/25302831,25302831
"Brandwein SL, Farrell JJ, Centeno BA, Brugge WR. Detection and tumor staging of malignancy in cystic, intraductal, and solid tumors of the pancreas by EUS.  Gastrointestinal Endoscopy 2001;53(7):722‐7. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/11375578,11375578
"Jong K, Hooft JE, Nio CY, Gouma DJ, Dijkgraaf MG, Bruno MJ, et al. Accuracy of preoperative workup in a prospective series of surgically resected cystic pancreatic lesions.  Scandinavian Journal of Gastroenterology 2012;47(8‐9):1056‐63. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22571417,22571417
"Kang KM, Lee JM, Shin CI, Baek JH, Kim SH, Yoon JH, et al. Added value of diffusion‐weighted imaging to MR cholangiopancreatography with unenhanced MR imaging for predicting malignancy or invasiveness of intraductal papillary mucinous neoplasm of the pancreas.  Journal of Magnetic Resonance Imaging 2013;38(3):555‐63. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/23390008,23390008
"Baleur Y, Couvelard A, Vullierme MP, Sauvanet A, Hammel P, Rebours V, et al. Mucinous cystic neoplasms of the pancreas: Definition of preoperative imaging criteria for high‐risk lesions.  Pancreatology 2011;11(5):495‐9. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22042244,22042244
"Ogawa H, Itoh S, Ikeda M, Suzuki K, Naganawa S. Intraductal papillary mucinous neoplasm of the pancreas: Assessment of the likelihood of invasiveness with multisection CT.  Radiology 2008;248(3):876‐86. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/18632526,18632526
"Takanami K, Hiraide T, Tsuda M, Nakamura Y, Kaneta T, Takase K, et al. Additional value of FDG PET/CT to contrast‐enhanced CT in the differentiation between benign and malignant intraductal papillary mucinous neoplasms of the pancreas with mural nodules.  Annals of Nuclear Medicine 2011;25(7):501‐10.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/21537945,21537945
"Choi BS, Kim TK, Kim AY, Kim KW, Park SW, Kim PN, et al. Differential diagnosis of benign and malignant intraductal papillary mucinous tumors of the pancreas: MR cholangiopancreatography and MR angiography.  Korean Journal of Radiology 2003;4(3):157‐62.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/14530644,14530644
"Jafarimehr E, Lilien DL, Zibari GB, Shokouh‐Amiri H. Role of 18 f‐fluorodeoxyglucose positron emission tomography in detecting pancreatic lesion.  HPB 2010;12:412.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20662792,20662792
"Kamata K, Kitano M, Omoto S, Kadosaka K, Miyata T, Yamao K, et al. Contrast‐enhanced harmonic endoscopic ultrasonography for differential diagnosis of pancreatic cysts.  Endoscopy 2016;48(1):35‐41.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/26605974,26605974
"Jang KM, Kim SH, Lee SJ, Choi D. The value of gadoxetic acid‐enhanced and diffusion‐weighted MRI for prediction of grading of pancreatic neuroendocrine tumors.  Acta Radiologica 2014;55(2):140‐8.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/23897307,23897307
"Tan L, Zhao YE, Wang DB, Wang QB, Hu J, Chen KM, et al. Imaging features of intraductal papillary mucinous neoplasms of the pancreas in multi‐detector row computed tomography.  World Journal of Gastroenterology 2009;15(32):4037‐43.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19705500,19705500
"Harrison JL, Millikan KW, Prinz RA, Zaidi S. Endoscopic ultrasound for diagnosis and staging of pancreatic tumors.  American Surgeon 1999;65(7):659‐64; discussion 664‐5.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/10399976,10399976
"Klau M, Lemke A, Grunberg K, Simon D, Re TJ, Wente MN, et al. Intravoxel incoherent motion MRI for the differentiation between mass forming chronic pancreatitis and pancreatic carcinoma.  Investigative Radiology 2011;46(1):57‐63.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/21139505,21139505
"Hu SL, Yang ZY, Zhou ZR, Yu XJ, Ping B, Zhang YJ. Role of SUV(max) obtained by 18f‐FDG PET/CT in patients with a solitary pancreatic lesion: Predicting malignant potential and proliferation.  Nuclear Medicine Communications 2013;34(6):533‐9.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/23503000,23503000
"Yamao K, Ohashi K, Nakamura T, Suzuki T, Watanabe Y, Shimizu Y, et al. Evaluation of various imaging methods in the differential diagnosis of intraductal papillary‐mucinous tumor (IPMT) of the pancreas.  Hepato‐Gastroenterology 2001;48(40):962‐6.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/11490849,11490849
"Sedlack R, Affi A, Vazquez‐Sequeiros E, Norton ID, Clain JE, Wiersema MJ. Utility of EUS in the evaluation of cystic pancreatic lesions.  Gastrointestinal Endoscopy 2002;56(4):543‐7.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/12297771,12297771
"Nakagawa A, Yamaguchi T, Ohtsuka M, Ishihara T, Sudo K, Nakamura K, et al. Usefulness of multidetector computed tomography for detecting protruding lesions in intraductal papillary mucinous neoplasm of the pancreas in comparison with single‐detector computed tomography and endoscopic ultrasonography.  Pancreas 2009;38(2):131‐6.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/18981954,18981954
"Brand B, Pfaff T, Binmoeller KF, Sriram PV, Fritscher‐Ravens A, Knofel WT, et al. Endoscopic ultrasound for differential diagnosis of focal pancreatic lesions, confirmed by surgery.  Scandinavian Journal of Gastroenterology 2000;35(11):1221‐8.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/11145297,11145297
"Hong HS, Yun M, Cho A, Choi JY, Kim MJ, Kim KW, et al. The utility of f‐18 FDG PET/CT in the evaluation of pancreatic intraductal papillary mucinous neoplasm.  Clinical Nuclear Medicine 2010;35(10):776‐9.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20838285,20838285
"Correa‐Gallego C, Warshaw AL, Fernandez‐del Castillo C. Fluid CEA in ipmns: A useful test or the flip of a coin?.  American Journal of Gastroenterology 2009;104(3):796‐7.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19223886,19223886
"Ogawa T, Horaguchi J, Fujita N, Noda Y, Kobayashi G, Ito K, et al. Diffusion‐weighted magnetic resonance imaging for evaluating the histological degree of malignancy in patients with intraductal papillary mucinous neoplasm.  Journal of Hepato‐Biliary‐Pancreatic Sciences 2014;21(11):801‐8.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/25082473,25082473
"Taouli B, Vilgrain V, Vullierme MP, Terris B, Denys A, Sauvanet A, et al. Intraductal papillary mucinous tumors of the pancreas: Helical CT with histopathologic correlation.  Radiology 2000;217(3):757‐64.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/11110940,11110940
"Smith AL, Abdul‐Karim FW, Goyal A. Cytologic categorization of pancreatic neoplastic mucinous cysts with an assessment of the risk of malignancy: A retrospective study based on the Papanicolaou Society of Cytopathology guidelines.  Cancer Cytopathology 2016;124(4):285‐93.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/26618476,26618476
"Otomi Y, Otsuka H, Terazawa K, Nose H, Kubo M, Matsuzaki K, et al. Comparing the performance of visual estimation and standard uptake value of f‐18 fluorodeoxyglucose positron emission tomography/computed tomography for detecting malignancy in pancreatic tumors other than invasive ductal carcinoma.  Journal of Medical Investigation 2014;61(1‐2):171‐9.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/24705763,24705763
"Takeshita K, Kutomi K, Takada K, Haruyama T, Fukushima J, Aida R, et al. Differential diagnosis of benign or malignant intraductal papillary mucinous neoplasm of the pancreas by multidetector row helical computed tomography: Evaluation of predictive factors by logistic regression analysis.  Journal of Computer Assisted Tomography 2008;32(2):191‐7.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/18379300,18379300
"Doi R, Fujimoto K, Wada M, Imamura M. Surgical management of intraductal papillary mucinous tumor of the pancreas.  Surgery 2002;132(1):80‐5.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/12110799,12110799
"Higashi T, Tamaki N, Honda T, Torizuka T, Kimura T, Inokuma T, et al. Expression of glucose transporters in human pancreatic tumors compared with increased FDG accumulation in pet study.  Journal of Nuclear Medicine 1997;38(9):1337‐44.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/9293783,9293783
"Grieser C, Steffen IG, Grajewski L, Stelter L, Streitparth F, Schnapauff D, et al. Preoperative multidetector row computed tomography for evaluation and assessment of resection criteria in patients with pancreatic masses.  Acta Radiologica 2010;51(10):1067‐77.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20929294,20929294
"Jang KM, Kim SH, Min JH, Lee SJ, Kang TW, Lim S, et al. Value of diffusion‐weighted MRI for differentiating malignant from benign intraductal papillary mucinous neoplasms of the pancreas.  AJR American Journal of Roentgenology 2014;203(5):992‐1000.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/25341136,25341136
"Kubo H, Chijiiwa Y, Akahoshi K, Hamada S, Harada N, Sumii T, et al. Intraductal papillary‐mucinous tumors of the pancreas: Differential diagnosis between benign and malignant tumors by endoscopic ultrasonography.  American Journal of Gastroenterology 2001;96(5):1429‐34.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/11374678,11374678
