citation_journal,link,PMID
"Labreveux de Cervens C, Hartmann O, Bonnin F, Couanet D, Valteau‐Couanet D, Lumbroso J, et al. What is the prognostic value of osteomedullary uptake on MIBG scan in neuroblastoma patients under one year of age?.  Medical and Pediatric Oncology 1994;22(2):107‐14. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/8259095,8259095
"Gordon I, Peters AM, Gutman A, Morony S, Dicks‐Mireaux C, Pritchard J. Skeletal assessment in neuroblastoma‐‐the pitfalls of iodine‐123‐MIBG scans.  Journal of Nuclear Medicine 1990;31(2):129‐34. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/2313350,2313350
"Sharp SE, Shulkin BL, Gelfand MJ, Salisbury S, Furman WL. 123I‐MIBG scintigraphy and 18F‐FDG PET in neuroblastoma.  Journal of Nuclear Medicine 2009;50(8):1237‐43. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19617326,19617326
"Biasotti S, Garaventa A, Villavecchia GP, Cabria M, Nantron M, Bernardi B. False‐negative metaiodobenzylguanidine scintigraphy at diagnosis of neuroblastoma.  Medical and Pediatric Oncology 2000;35(2):153‐5. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/10918246,10918246
"Piccardo A, Lopci E, Conte M, Garaventa A, Foppiani L, Altrinetti V, et al. Comparison of 18F‐dopa PET/CT and 123I‐MIBG scintigraphy in stage 3 and 4 neuroblastoma: a pilot study.  European Journal of Nuclear Medicine and Molecular Imaging 2012;39(1):57‐71. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/21932116,21932116
"Hashimoto T, Koizumi K, Nishina T, Abe K. Clinical usefulness of iodine‐123‐MIBG scintigraphy for patients with neuroblastoma detected by a mass screening survey.  Annals of Nuclear Medicine 2003;17(8):633‐40. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/14971604,14971604
"Ivanova AA, Sokolov AV, Yalfimov AN, Savchenko ON. Role of 123‐I‐metaiodobenzylguanidine imaging as a component in the diagnosis and treatment of neuroblastoma [Russian].  Voprosy Onkologii 2008;54(4):521‐4. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/18942414,18942414
"Pfluger T, Schmied C, Porn U, Leinsinger G, Vollmar C, Dresel S, et al. Integrated imaging using MRI and 123I metaiodobenzylguanidine scintigraphy to improve sensitivity and specificity in the diagnosis of pediatric neuroblastoma.  American Journal of Roentgenology 2003;181(4):1115‐24. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/14500242,14500242
"Hugosson C, Nyman R, Jorulf H, McDonald P, Rifai A, Kofide A, et al. Imaging of abdominal neuroblastoma in children.  Acta Radiologica 1999;40(5):534‐42. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/10485244,10485244
"Naranjo A, Parisi MT, Shulkin BL, London WB, Matthay KK, Kreissman SG, et al. Comparison of ¹²³I‐metaiodobenzylguanidine (MIBG) and ¹³¹I‐MIBG semi‐quantitative scores in predicting survival in patients with stage 4 neuroblastoma: a report from the Children's Oncology Group.  Pediatric Blood and Cancer 2011;56(7):1041‐5.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/21328522,21328522
"Neuenschwander S, Ollivier L, Toubeau M, Nguyen‐Tan T, Gongora G, Zucker JM. Local evaluation of abdominal neuroblastoma stage III and IV: use of US, CT, and 123 I‐meta‐iodobenzylguanidine (MIBG) scintigraphy.  Annales de Radiologie (Paris) 1987;30(7):491‐6. CENTRAL    Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/3326506,3326506
