citation_journal,link,PMID
"Dupas B, Gayet‐Delacroix M, Villers D, Antonioli D, Veccherini M, Soulillou J. Diagnosis of brain death using two‐phase spiral CT.  American Journal of Neuroradiology April 1998;19:641‐7. [PUBMED: 9576648]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/9576648,9576648
"Rieke A, Regli B, Mattle HP, Brekenfeld C, Gralla J, Schroth G, et al. Computed tomography angiography (CTA) to prove circulatory arrest for the diagnosis of brain death in the context of organ transplantation.  Swiss Medical Weekly 2011;141:w13261. [PUBMED: 21971739]CENTRAL    PubMed     Google Scholar   CAS Web of Science® Times Cited: 16",https://www.ncbi.nlm.nih.gov/pubmed/21971739,21971739
"Bohatyrewicz R, Sawicki M, Walecka A, Walecki J, Rowinski O, Bohatyrewicz A, et al. Computed tomographic angiography and perfusion in the diagnosis of brain death.  Transplantation Proceedings 2010;42:3941‐6. [PUBMED: 21168593]CENTRAL  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 10",https://www.ncbi.nlm.nih.gov/pubmed/21168593,21168593
"Frampas E, Videcoq M, deKerviler E, Ricolfi F, Kuoch V, Mourey F, et al. CT angiography for brain death diagnosis.  American Journal of Neuroradiology 2009;30:1566‐70. [PUBMED: 19406767]CENTRAL  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 33",https://www.ncbi.nlm.nih.gov/pubmed/19406767,19406767
"Escudero D, Otero J, Marques L, Parra D, Gonzalo JA, Albaiceta G, et al. Diagnosing brain death by CT perfusion and multislice CT angiography.  Neurocritical Care 2009;11:261‐71. [PUBMED: 19565357]CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 22",https://www.ncbi.nlm.nih.gov/pubmed/19565357,19565357
"Combes J‐C, Chomel A, Ricolfi F, d'Athis P, Freysz M. Reliability of computed tomographic angiography in the diagnosis of brain death.  Transplantation Proceedings 2007;39:16‐20. [PUBMED: 17275466]CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 36",https://www.ncbi.nlm.nih.gov/pubmed/17275466,17275466
"Welschehold S, Kerz T, Boor S, Reuland K, Thomke F, Reuland A, et al. Detection of intracranial circulatory arrest in brain death using cranial CT‐angiography.  European Journal of Neurology 2013;20(1):173‐9. [PUBMED: 22788547]CENTRAL  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 5",https://www.ncbi.nlm.nih.gov/pubmed/22788547,22788547
"Quesnel C, Fulgencio J‐P, Adrie C, Marro B, Payen L, Lembert N, et al. Limitations of computed tomographic angiography in the diagnosis of brain death.  Intensive Care Medicine 2007;33:2129‐35. [PUBMED: 17643226] CENTRAL Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 34",https://www.ncbi.nlm.nih.gov/pubmed/17643226,17643226
"Berenguer CM, Davis FE, Howington JU. Brain death confirmation: Comparison of computed tomographic angiography with nuclear medicine perfusion scan.  Journal of Trauma Injury, Infection and Critical Care March 2010;68(3):553‐9. [PUBMED: 20220416]CENTRAL  Link to article   Google Scholar   Web of Science® Times Cited: 13",https://www.ncbi.nlm.nih.gov/pubmed/20220416,20220416
"Leclerc X, Taschner CA, Vidal A, Strecker G, Savage J, Gauvrit JY, et al. The role of spiral CT for the assessment of the intracranial circulation in suspected brain‐death.  Journal of Neuroradiology 2006;33:90‐5. [PUBMED: 16733422]CENTRAL  Link to article   Google Scholar   CAS Web of Science® Times Cited: 27",https://www.ncbi.nlm.nih.gov/pubmed/16733422,16733422
