citation_journal,link,PMID
"Pitynski K, Basta A, Oplawski M, Przeszlakowski D, Hubalewska‐Hola A, Krysztopowicz W. Lymph node mapping and sentinel node detection in carcinoma of the cervix, endometrium and vulva [Znakowanie wezlow limfatycznych i poszukiwanie wezla wartowniczego w raku szyjki macicy, raku endometrium i raku sromu].  Ginekologia Polska 2003;74:830‐5. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/14674132,14674132
"Camara O, Gonnert H, Herrmann J, Egbe A, Diebolder H, Gajda M, et al. Sentinel lymph node biopsy in vulvar cancer: a pilot study.  European Journal of Gynaecological Oncology 2009;30:622‐4. CENTRAL    PubMed     Google Scholar   Web of Science® Times Cited: 8",https://www.ncbi.nlm.nih.gov/pubmed/20099490,20099490
"Wydra D, Sawicki S, Emerich J, Romanowicz G. Evaluation of sentinel node detection in vulvar cancer.  Nuclear Medicine Review 2005;8:128‐30. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/16437399,16437399
"Vidal‐Sicart S, Domenech B, Luján B, Pahisa J, Torné A, Martínez‐Román S, et al. Sentinel node in gynaecological cancers. Our experience [Ganglio centinela en canceres ginecologicos: Nuestra experiencia].  Revista Espanola de Medicina Nuclear 2009;28:221‐8. CENTRAL    PubMed     Google Scholar   Web of Science® Times Cited: 16",https://www.ncbi.nlm.nih.gov/pubmed/19922838,19922838
"Sawicki S, Romanowicz G, Wydra D, Lass P. The usefulness of sentinel lymph node detection in vulvar cancer ‐ a short communication.  Nuclear Medicine Review 2010;13:81‐3. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/21598232,21598232
"Hullu JA, Doting E, Piers DA, Hollema H, Aalders JG, Koops HS, et al. Sentinel lymph node identification with technetium‐99m‐labeled nanocolloid in squamous cell cancer of the vulva.  Journal of Nuclear Medicine 1998;39:1381‐5. CENTRAL    PubMed     Google Scholar   Web of Science® Times Cited: 96",https://www.ncbi.nlm.nih.gov/pubmed/9708512,9708512
"Rob L, Robova H, Pluta M, Strnad P, Kacirek J, Chmel R, et al. Sentinel lymph nodes identification in vulvar cancer ‐‐ methods and technique.  Ceska Gynekologie 2006;71:298‐301. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/16956041,16956041
"Li B, Wu L‐y, Liu L, Zhang R, Zhang G‐y, Yu G‐z. An initial experience of the use of sentinel lymph node biopsy in squamous cell cancer of the vulva.  Zhonghua Fu Chan Ke za Zhi 2009;44:364‐8. CENTRAL    PubMed     Google Scholar   Web of Science® Times Cited: 1",https://www.ncbi.nlm.nih.gov/pubmed/19573313,19573313
"Levenback C, Burke TW, Morris M, Malpica A, Lucas KR, Gershenson DM. Intraoperative lymphatic mapping in vulvar cancer.  Obstetrics and Gynecology 1994;84:163‐7. CENTRAL    PubMed     Google Scholar   Web of Science® Times Cited: 155",https://www.ncbi.nlm.nih.gov/pubmed/8041523,8041523
"Martinez‐Palones JM, Perez‐Benavente MA, Gil‐Moreno A, Diaz‐Feijoo B, Roca I, Garcia‐Jimenez A, et al. Comparison of recurrence after vulvectomy and lymphadenectomy with and without sentinel node biopsy in early stage vulvar cancer.  Gynecologic Oncology 2006;103:865‐70. CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 21",https://www.ncbi.nlm.nih.gov/pubmed/16828149,16828149
"Puig‐Tintore LM, Ordi J, Vidal‐Sicart S, Lejarcegui JA, Torne A, Pahisa J, et al. Further data on the usefulness of sentinel lymph node identification and ultrastaging in vulvar squamous cell carcinoma.  Gynecologic Oncology 2003;88:29‐34. CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 61",https://www.ncbi.nlm.nih.gov/pubmed/12504623,12504623
"Ansink AC, Sie‐Go DM, Velden J, Sijmons EA, Barros Lopes A, Monaghan JM, et al. Identification of sentinel lymph nodes in vulvar carcinoma patients with the aid of a patent blue V injection: a multicenter study.  Cancer 1999;86:652‐6. CENTRAL  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 93",https://www.ncbi.nlm.nih.gov/pubmed/10440693,10440693
"Nyberg RH, Iivonen M, Parkkinen J, Kuoppala T, Maenpaa JU. Sentinel node and vulvar cancer: a series of 47 patients.  Acta Obstetricia et Gynecologica Scandinavica 2007;86:615‐9. CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 22",https://www.ncbi.nlm.nih.gov/pubmed/17464593,17464593
"Rob L, Robova H, Pluta M, Strnad P, Kacirek J, Skapa P, et al. Further data on sentinel lymph node mapping in vulvar cancer by blue dye and radiocolloid Tc99.  International Journal of Gynecological Cancer 2007;17:147‐53. CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 35",https://www.ncbi.nlm.nih.gov/pubmed/17291246,17291246
"Levenback C, Coleman RL, Burke TW, Bodurka‐Bevers D, Wolf JK, Gershenson DM. Intraoperative lymphatic mapping and sentinel node identification with blue dye in patients with vulvar cancer.  Gynecologic Oncology 2001;83:276‐81. CENTRAL  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 130",https://www.ncbi.nlm.nih.gov/pubmed/11606084,11606084
"Moore RG, DePasquale SE, Steinhoff MM, Gajewski W, Steller M, Noto R, et al. Sentinel node identification and the ability to detect metastatic tumor to inguinal lymph nodes in squamous cell cancer of the vulva.  Gynecologic Oncology 2003;89:475‐9. CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 68",https://www.ncbi.nlm.nih.gov/pubmed/12798714,12798714
"Levenback CF, Ali S, Coleman RL, Gold MA, Fowler JM, Judson PL, et al. Lymphatic mapping and sentinel lymph node biopsy in women with squamous cell carcinoma of the vulva: a gynecologic oncology group study.  Journal of Clinical Oncology 2012;30:3786‐91. CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 63",https://www.ncbi.nlm.nih.gov/pubmed/22753905,22753905
"Levenback C, Burke TW, Morris M, Malpica A, Lucas KR, Gershenson DM. Potential applications of intraoperative lymphatic mapping in vulvar cancer.  Gynecologic Oncology 1995;59:216‐20. CENTRAL  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 98",https://www.ncbi.nlm.nih.gov/pubmed/7590476,7590476
"Boran N, Kayikcioglu F, Kir M. Sentinel lymph node procedure in early vulvar cancer.  Gynecologic Oncology 2003;90:492‐3. CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 14",https://www.ncbi.nlm.nih.gov/pubmed/12893229,12893229
"Johann S, Klaeser B, Krause T, Mueller MD. Comparison of outcome and recurrence‐free survival after sentinel lymph node biopsy and lymphadenectomy in vulvar cancer.  Gynecologic Oncology 2008;110:324‐8. CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 34",https://www.ncbi.nlm.nih.gov/pubmed/18582920,18582920
"Louis‐Sylvestre C, Evangelista E, Leonard F, Itti E, Meignan M, Paniel BJ. Sentinel node localization should be interpreted with caution in midline vulvar cancer.  Gynecologic Oncology 2005;97:151‐4. CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 41",https://www.ncbi.nlm.nih.gov/pubmed/15790451,15790451
"Hampl M, Hantschmann P, Michels W, Hillemanns P, German Multicenter Study Group. Validation of the accuracy of the sentinel lymph node procedure in patients with vulvar cancer: results of a multicenter study in Germany.  Gynecologic Oncology 2008;111:282‐8. CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 63",https://www.ncbi.nlm.nih.gov/pubmed/18804850,18804850
"Sliutz G, Reinthaller A, Lantzsch T, Mende T, Sinzinger H, Kainz C, et al. Lymphatic mapping of sentinel nodes in early vulvar cancer.  Gynecologic Oncology 2002;84:449‐52. CENTRAL  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 89",https://www.ncbi.nlm.nih.gov/pubmed/11855886,11855886
