,citation_journal,link,PMID
0,"Paraskevaidis E, Malamou‐Mitsi V, Koliopoulos G, Pappa L, Lolis E, Georgiou I, et al. Expanded cytological referral criteria for colposcopy in cervical screening: comparison with human papillomavirus testing.  Gynecologic Oncology 2001;82:355‐9. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/11531293,11531293
1,"Pan Q, Belinson JL, Li L, Pretorius RG, Qiao YL, Zhang WH, et al. A thin layer, liquid‐based Pap test for mass screening in an area of China with a high incidence of cervical carcinoma. A cross‐sectional, comparative study.  Acta Cytologica 2003;47:45‐50. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/12585030,12585030
2,"Hovland S, Arbyn M, Lie AK, Ryd W, Borge B, Berle EJ, et al. A comprehensive evaluation of the accuracy of cervical pre‐cancer detection methods in a high‐risk area in East Congo.  British Journal of Cancer 2010;102:957‐65. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20197765,20197765
3,"Qiao YI, Sellors JW, Eder PS, Bao Y‐P, Lim JM, Zhao F‐H, et al. A new HPV DNA test for cervical‐cancer screening in developing regions: a cross‐sectional study of clinical accuracy in rural China.  Lancet Oncology 2008;9:929‐36. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/18805733,18805733
4,"Mahmud SM, Sangwa‐Lugoma G, Nasr SH, Kayembe PK, Tozin RR, Drouin P, et al. Comparison of human papillomavirus testing and cytology for cervical cancer screening in a primary health care setting in the Democratic Republic of the Congo.  Gynecologic Oncology 2012;124:286‐91. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22062546,22062546
5,"Li N, Shi J‐F, Franceshi S, Zhang W‐H, Dai M, Liu B, et al. Different cervical cancer screening approaches in a Chinese multicentre study.  British Journal of Cancer 2009;100:532‐7. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19127262,19127262
6,"Syrjaenen S, Shabalova I. Human papillomavirus testing and conventional Pap smear cytology as optional screening tools of women at different risks for cervical cancer in the countries of the former Soviet Union.  Journal of Lower Genital Tract Disease 2002;6:97‐110. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/17051008,17051008
7,"Cuzick J, Szarewski A, Terry G, Ho L, Hanby A, Maddox P, et al. Human papillomavirus testing in primary cervical screening.  Lancet 1995;345:1533‐6. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/7791438,7791438
8,"McAdam M, Sakita J, Tarivonda L, Pang J, Frazer IH. Evaluation of a cervical cancer screening program based on HPV testing and LLETZ excision in a low resource setting.  PLoS ONE 2010;5:e13266. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20949059,20949059
9,"Clavel C, Masure M, Bory JP, Putaud I, Mangeonjean C, Lorenzato M, et al. Human papillomavirus testing in primary screening for the detection of high‐grade cervical lesions: a study of 7932 women.  British Journal of Cancer 2001;84:1616‐23. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/11401314,11401314
10,"McAdam M, Sakita J, Tarivonda L, Pang J, Frazer IH. Evaluation of a cervical cancer screening program based on HPV testing and LLETZ excision in a low resource setting.  PLoS ONE 2010;5:e13266. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20949059,20949059
11,"Belinson SE, Wulan N, Li R, Zhang W, Rong X, Zhu Y, et al. SNIPER: a novel assay for human papillomavirus testing among women in Guizhou, China.  International Journal of Gynecological Cancer 2010;20:1006‐10. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20683409,20683409
12,"Belinson JL, Qiao YL, Pretorius RG, Zhang WH, Rong SD, Huang MN, et al. Shanxi Province cervical cancer screening study II: self‐sampling for high‐risk human papillomavirus compared to direct sampling for human papillomavirus and liquid based cervical cytology.  International Journal of Gynecological Cancer 2003;13:819‐26. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/14675319,14675319
13,"Cremoux P, Coste J, Sastre‐Garau X, Thioux M, Bouillac C, Labbe S, et al. Efficiency of the hybrid capture 2 HPV DNA test in cervical cancer screening.  American Journal of Clinical Pathology 2003;120:492‐9. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/14560561,14560561
