citation_journal,link,PMID
"Mohon AN, Elahi R, Podder MP, Mohiuddin K, Hossain MS, Khan WA, et al. Evaluation of the OnSite (Pf/Pan) rapid diagnostic test for diagnosis of clinical malaria.  Malaria Journal 2012;11:415.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/23234579,23234579
Dev V. Relative utility of dipsticks for diagnosis of malaria in mesoendemic area for Plasmodium falciparum and P. vivax in Northeastern India.  Vector‐Borne and Zoonotic Diseases 2004;4(2):123‐30.    PubMed     Google Scholar,https://www.ncbi.nlm.nih.gov/pubmed/15228812,15228812
"Harani MS, Beg MA, Khaleeq L, Adil SN, Kakepoto GN, Khurshid M. Role of ICT Malaria immunochromatographic test for rapid diagnosis of malaria.  Journal of the Pakistan Medical Association 2006;56(4):167‐71.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/16711337,16711337
"Endeshaw T, Graves PM, Ayele B, Mosher AW, Gebre T, Ayalew F, et al. Performance of local light microscopy and the ParaScreen Pan/Pf rapid diagnostic test to detect malaria in health centres in Northwest Ethiopia.  PLoS One 2012;7(4):e33014.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22536317,22536317
"Mekonnen Z, Ali S, Belay G, Suleman S, Chatterjee S. Evaluation of the performance of Carestart Malaria Pf/Pf Combo rapid diagnostic test for the diagnosis of malaria in Jimma, southwestern Ethiopia.  Acta Tropica 2010;113(3):285‐8.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20005196,20005196
"Trouvay M, Palazon G, Berger F, Volney B, Blanchet D, Faway E, et al. High performance of histidine‐rich protein 2 based rapid diagnostic tests in French Guiana are explained by the absence of pfhrp2 gene deletion in P. falciparum .  PLoS One 2013;8(9):e74269.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/24086328,24086328
"Tjitra E, Suprianto S, Dyer M, Currie BJ, Anstey NM. Field evaluation of the ICT malaria Pf/Pv immunochromatographic test in detection of Plasmodium falciparum and Plasmodium vivax in patients with a presumptive clinical diagnosis of malaria in eastern Indonesia.  Journal of Clinical Microbiology 1999;37(8):2412‐7.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/10405377,10405377
"Endeshaw T, Graves PM, Ayele B, Mosher AW, Gebre T, Ayalew F, et al. Performance of local light microscopy and the ParaScreen Pan/Pf rapid diagnostic test to detect malaria in health centres in Northwest Ethiopia.  PLoS One 2012;7(4):e33014.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22536317,22536317
"Ratsimbasoa A, Fanazava L, Radrianjafy R, Ramilijaona J, Rafanomezantsoa H, Ménard D. Short report: Evaluation of two new immunochromatographic assays for diagnosis of malaria.  American Journal of Tropical Medicine and Hygiene 2008;79(5):670‐2.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/18981501,18981501
"Singh N, Shukla MM, Shukla MK, Mehra RK, Sharma S, Bharti PK, et al. Field and laboratory comparative evaluation of rapid malaria diagnostic tests versus traditional and molecular techniques in India.  Malaria Journal 2010;9:191.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20602766,20602766
"Metzger WG, Vivas‐Martínez S, Giron A, Vaccari E, Campos E, Rodríguez I, et al. Assessment of routine malaria diagnosis in the Venezuelan Amazon.  Transactions of the Royal Society of Tropical Medicine and Hygiene 2011;105(5):262‐8.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/21376357,21376357
"Andrade BB, Reis‐Filho A, Barros AM, Souza‐Neto SM, Nogueira LL, Fukatano KF, et al. Towards a precise test for malaria diagnosis in the Brazilian Amazon: comparison among field microscopy, a rapid diagnostic test, nested PCR, and a computational expert system based on artificial neural networks.  Malaria Journal 2010;9:117.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20459613,20459613
"Chayani N, Das B, Sur M, Bajoria S. Comparison of parasite lactate dehydrogenase based immunochromatographic antigen detection assay (OptiMAL) with microscopy for detection of malaria parasites.  Indian Journal of Medical Microbiology 2004;22(2):104‐6.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/17642705,17642705
"Klolaczinski J, Mohammed N, Ali A, Ali M, Khan N, Ezard N, Rowland M. Comparison of the OptiMAL rapid antigen test with field microscopy for the detection of Plasmodium vivax and P. falciparum: considerations for the application of the rapid test in Afghanistan.  Annals of Tropical Medicine and Parasitology 2004;98(1):15‐20.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/15000726,15000726
"Ratsimbasoa A, Randriamanantena A, Raherinjafy R, Rasoarilalao N, Ménard D. Which malaria rapid test for Madagascar? Field and laboratory evaluation of three test and expert microscopy of samples from suspected malaria patients in Madagascar.  American Journal Of Tropical Medicine and Hygiene 2007;76(3):481‐5.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/17360871,17360871
"Selimuzzaman SM, Islam SJ, Nahar Z, Das R, Rahman MA, Rahman MA. Malariagen malaria Pf/Pv antigen rapid test: a simple and effective tool for diagnosis of malaria in the far‐flung hilly areas of Bangladesh.  Mymensingh Medical Journal 2010;19(1):94‐9.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20046179,20046179
"Bell D, Go R, Miguel C, Walker J, Cacal L, Saul A. Diagnosis of malaria in a remote area of the Philippines: comparison of techniques and their acceptance by health workers and the community.  Bulletin of the World Health Organization 2001;79(10):933‐41.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/11693975,11693975
"Fernando SD, Karunaweera ND, Fernando WP. Evaluation of a rapid whole blood immunochromatographic assay for the diagnosis of Plasmodium falciparum and Plasmodium vivax malaria.  Ceylon Medical Journal 2004;49(1):7‐11.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/15255320,15255320
"Rakotonirina H, Barnadas C, Raherijafy R, Andrianantenaina H, Ratsimbasoa A, Randrianasolo L, et al. Accuracy and reliability of malaria diagnostic techniques for guiding febrile outpatient treatment in malaria‐endemic countries.  American Journal of Tropical Medicine and Hygiene 2008;78(2):217‐21.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/18256418,18256418
"Bharti PK, Silawat N, Singh PP, Singh MP, Shukla M, Chand G, et al. The usefulness of a new rapid diagnostic test, the First Response Malaria Combo (pLDH/HRP2) card test, for malaria diagnosis in the forested belt of central India.  Malaria Journal 2008;7:126.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/18620560,18620560
"Endeshaw T, Graves PM, Ayele B, Mosher AW, Gebre T, Ayalew F, et al. Performance of local light microscopy and the ParaScreen Pan/Pf rapid diagnostic test to detect malaria in health centers in Northwest Ethiopia.  PLoS One 2012;7(4):e33014.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22536317,22536317
"Endeshaw T, Graves PM, Ayele B, Mosher AW, Gebre T, Ayalew F, et al. Performance of local light microscopy and the ParaScreen Pan/Pf rapid diagnostic test to detect malaria in health centres in Northwest Ethiopia.  PLoS One 2012;7(4):e33014.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22536317,22536317
