citation_journal,link,PMID
"Szczepanska M, Mikolajczyk M, Raczynska P, Skrzypczak J. The evaluation of IL‐12 levels in peritoneal fluid and serum of women with endometriosis.  Ginekologia Polska 2001;72(5):408‐17.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/11526785,11526785
"Kianpour M, Nematbakhsh M, Ahmadi SM, Jafarzadeh M, Hajjarian M, Pezeshki Z, et al. Serum and peritoneal fluid levels of vascular endothelial growth factor in women with endometriosis.  International Journal of Fertility & Sterility 2013;7(2):96‐9.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/24520470,24520470
"Goluda M, Kuliczkowski K, Jedryka M. The concentration of exfoliative adhesion molecules (ICAM‐1 and E‐Selectin) in serum and peritoneal fluid of women with endometriosis.  Ginekologia Polska 1998;69(12):1175‐8.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/10224799,10224799
"Borkowski J, Gmyrek GB, Madej JP, Nowacki W, Goluda M, Gabrys M, et al. Serum and peritoneal evaluation of vitamin D‐binding protein in women with endometriosis.  Postepy Higieny i Medycyny Doswiadczalnej (Online) 2008;62:103‐9.    PubMed     Google Scholar   Web of Science® Times Cited: 20",https://www.ncbi.nlm.nih.gov/pubmed/18334925,18334925
"Gurgan T, Bukulmez O, Yarali H, Tanir M, Akyildiz S. Serum and peritoneal fluid levels of IGF I and II and insulinlike growth binding protein‐3 in endometriosis.  Journal of Reproductive Medicine 1999;44:450‐4.    PubMed     Google Scholar   Web of Science® Times Cited: 21",https://www.ncbi.nlm.nih.gov/pubmed/10360259,10360259
"Khanaki K, Nouri M, Ardekani AM, Ghassemzadeh A, Shahnazi V, Sadeghi MR, et al. Evaluation of the relationship between endometriosis and omega‐3 and omega‐6 polyunsaturated fatty acids.  Iranian Biomedical Journal 2012;16(1):38‐43.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22562031,22562031
"Matalliotakis IM, Arici A, Goumenou AG, Katassos T, Karkavitsas N, Koumantakis EE. Comparison of the effects of leuprorelin acetate and danazol treatments on serum CA‐125 levels in women with endometriosis.  International Journal of Fertility and Women's Medicine 2004;49(2):75‐8.    PubMed     Google Scholar   Web of Science® Times Cited: 13",https://www.ncbi.nlm.nih.gov/pubmed/15188832,15188832
"Fedele L, Arcaini L, Vercellini P, Marchini M, Baglioni A, Bianchi S. Serum Ca‐125 concentrations in endometriosis.  Acta Europaea Fertilitatis 1989;20(3):137‐9.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/2533779,2533779
"Colacurci N, Fortunato N, Franciscis P, Cardone A. Relevance of CA‐125 in the evaluation of endometriosis.  Clinical and Experimental Obstetrics & Gynecology 1996;23(3):150‐4.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/8894323,8894323
"Molo MW, Kelly M, Radwanska E, Binor Z. Preoperative serum CA‐125 and CA‐72 in predicting endometriosis in infertility patients.  Journal of Reproductive Medicine 1994;39(12):964‐6.    PubMed     Google Scholar   Web of Science® Times Cited: 6",https://www.ncbi.nlm.nih.gov/pubmed/7884754,7884754
"Rosa ESJC, Do Amara VF, Mendonca JL, Rosa ESACJDS, Nakao LS, Neto OBP, et al. Serum markers of oxidative stress and endometriosis.  Clinical and Experimental Obstetrics & Gynecology 2014;41(4):371‐4.    PubMed     Google Scholar   Web of Science® Times Cited: 2",https://www.ncbi.nlm.nih.gov/pubmed/25134278,25134278
"Iwasaki K, Makino T, Maruyama T, Matsubayashi H, Nozawa S, Yokokura T. Leukocyte subpopulations and natural killer activity in endometriosis.  International Journal of Fertility and Menopausal Studies 1993;38(4):229‐34.    PubMed     Google Scholar   Web of Science® Times Cited: 28",https://www.ncbi.nlm.nih.gov/pubmed/8401682,8401682
"Kianpour M, Nematbakhsh M, Ahmadi SM. C‐reactive protein of serum and peritoneal fluid in endometriosis.  Iranian Journal of Nursing and Midwifery Research 2012;17(2 Suppl 1):S115‐9.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/23833592,23833592
"Lanzone A, Marana R, Muscatello R, Fulghesu AM, Dellacqua S, Caruso A, et al. Serum Ca‐125 Levels in the Diagnosis and Management of Endometriosis.  Journal of Reproductive Medicine 1991;36(8):603‐7.    PubMed     Google Scholar   Web of Science® Times Cited: 15",https://www.ncbi.nlm.nih.gov/pubmed/1834843,1834843
"Florio P, Reis FM, Torres PB, Calonaci F, Toti P, Bocchi C, et al. Plasma urocortin levels in the diagnosis of ovarian endometriosis.  Obstetrics and Gynecology 2007;110(3):594‐600.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 18",https://www.ncbi.nlm.nih.gov/pubmed/17766605,17766605
"Szubert M, Suzin J, Duechler M, Szuławska A, Czyż M, Kowalczyk‐Amico K. Evaluation of selected angiogenic and inflammatory markers in endometriosis before and after danazol treatment.  Reproduction, Fertility, and Development 2014;26(3):414‐20.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 5",https://www.ncbi.nlm.nih.gov/pubmed/23544741,23544741
"Hornstein MD, Harlow BL, Thomas PP, Check JH. Use of a new CA 125 assay in the diagnosis of endometriosis.  Human Reproduction 1995;10(4):932‐4.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 29",https://www.ncbi.nlm.nih.gov/pubmed/7650145,7650145
