citation_journal,link,PMID
"Koppel RI, Druschel CM, Carter T, Goldberg BE, Mehta PN, Talwar R, et al. Effectiveness of pulse oximetry screening for congenital heart disease in asymptomatic newborns.  Pediatrics 2003;111(3):451‐5. [PUBMED: 12612220]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/12612220,12612220
"Singh A, Rasiah SV, Ewer AK. The impact of routine predischarge pulse oximetry screening in a regional neonatal unit.  Archives of Disease in Childhood. Fetal and Neonatal Edition 2014;99(4):F297‐302. [DOI: 10.1136/archdischild‐2013‐305657; PUBMED: 24646619]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/24646619,24646619
"Meberg A, Brugmann‐Pieper S, Due R, Eskedal L, Fagerli I, Farstad T, et al. First day of life pulse oximetry screening to detect congenital heart defects.  Journal of Pediatrics 2008;152(6):761‐5. [DOI: 10.1016/j.jpeds.2007.12.043; PUBMED: 18492511]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/18492511,18492511
"Rosati E, Chitano G, Dipaola L, Felice C, Latini G. Indications and limitations for a neonatal pulse oximetry screening of critical congenital heart disease.  Journal of Perinatal Medicine 2005;33(5):455‐7. [DOI: 10.1515/JPM.2005.080; PUBMED: 16238542]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/16238542,16238542
"Ewer AK, Middleton LJ, Furmston AT, Bhoyar A, Daniels JP, Thangaratinam S, et al. PulseOx Study Group. Pulse oximetry screening for congenital heart defects in newborn infants (PulseOx): a test accuracy study.  Lancet 2011;378(9793):785‐94. [DOI: 10.1016/S0140‐6736(11)60753‐8; PUBMED: 21820732]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/21820732,21820732
"Riede FT, Worner C, Dahnert I, Mockel A, Kostelka M, Schneider P. Effectiveness of neonatal pulse oximetry screening for detection of critical congenital heart disease in daily clinical routine ‐ results from a prospective multicenter study.  European Journal of Pediatrics 2010;169(8):975‐81. [DOI: 10.1007/s00431‐010‐1160‐4; PUBMED: 20195633]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20195633,20195633
"Bhola K, Kluckow M, Evans N. Post‐implementation review of pulse oximetry screening of well newborns in an Australian tertiary maternity hospital.  Journal of Paediatrics and Child Health 2014;50(11):920‐5. [DOI: 10.1111/jpc.12651; PUBMED: 24923996]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/24923996,24923996
"Richmond S, Reay G, Abu Harb M. Routine pulse oximetry in the asymptomatic newborn.  Archives of Disease in Childhood. Fetal and Neonatal Edition 2002;87(2):F83‐8. [PUBMED: 12193511]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/12193511,12193511
"Niekerk AM, Cullis RM, Linley LL, Zuhlke L. Feasibility of pulse oximetry pre‐discharge screening implementation for detecting critical congenital heart lesions in newborns in a secondary level maternity hospital in the Western Cape, South Africa: The 'POPSICLe' study.  South African Medical Journal 2016;106(8):817‐21. [PUBMED: 27499412]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/27499412,27499412
"Jones AJ, Howarth C, Nicholl R, Mat‐Ali E, Knowles R. The impact and efficacy of routine pulse oximetry screening for CHD in a local hospital.  Cardiology in the Young 2016;26(7):1397‐405. [DOI: 10.1017/S1047951115002784; PUBMED: 26905447]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/26905447,26905447
"Gomez‐Rodriguez G, Quezada‐Herrera A, Amador‐Licona N, Carballo‐Magdaleno D, Rodriguez‐Mejia EJ, Guizar‐Mendoza JM. Pulse oximetry as a screening test for critical congenital heart disease in term newborns.  Revista de Investigacion Clinica 2015;67(2):130‐4. [PUBMED: 25938847]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/25938847,25938847
"Arlettaz R, Bauschatz AS, Monkhoff M, Essers B, Bauersfeld U. The contribution of pulse oximetry to the early detection of congenital heart disease in newborns.  European Journal of Pediatrics 2006;165(2):94‐8. [PUBMED: 10.1007/s00431‐005‐0006‐y; PUBMED: 16211399]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/16211399,16211399
"Bakr AF, Habib HS. Combining pulse oximetry and clinical examination in screening for congenital heart disease.  Pediatric Cardiology 2005;26(6):832‐5. [DOI: 10.1007/s00246‐005‐0981‐9; PUBMED: 16088415]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/16088415,16088415
"de‐Wahl Granelli A, Wennergren M, Sandberg K, Mellander M, Bejlum C, Inganas L, et al. Impact of pulse oximetry screening on the detection of duct dependent congenital heart disease: a Swedish prospective screening study in 39,821 newborns.  BMJ (Clinical Research Ed.) 2009;338:a3037. [DOI: 10.1136/bmj.a3037; PUBMED: 19131383]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19131383,19131383
"Klausner R, Shapiro ED, Elder RW, Colson E, Loyal J. Evaluation of a screening program to detect critical congenital heart defects in newborns.  Hospital Pediatrics 2017;7(4):214‐8. [DOI: 10.1542/hpeds.2016‐0176; PUBMED: 28250095]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/28250095,28250095
"Sendelbach DM, Jackson GL, Lai SS, Fixler DE, Stehel EK, Engle WD. Pulse oximetry screening at 4 hours of age to detect critical congenital heart defects.  Pediatrics 2008;122(4):e815‐20. [DOI: 10.1542/peds.2008‐0781; PUBMED: 18762486]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/18762486,18762486
"Turska Kmiec A, Borszewska Kornacka MK, Blaz W, Kawalec W, Zuk M. Early screening for critical congenital heart defects in asymptomatic newborns in Mazovia province: experience of the POLKARD pulse oximetry programme 2006‐2008 in Poland.  Kardiologia Polska 2012;70(4):370‐6. [22528711]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22528711,22528711
