citation_journal,link,PMID
"GrimmerT, Wutz C, Drzezga A, Forster S, Forstl H, Ortner M, et al. The usefulness of amyloid imaging in predicting the clinical outcome after two years in subjects with mild cognitive impairment.  Current Alzheimer Research 2013;10:82‐5.    PubMed     Google Scholar   Web of Science® Times Cited: 12",https://www.ncbi.nlm.nih.gov/pubmed/23036071,23036071
"Forsberg A, Almkvist O, Engler H, Wall A, Langstrom B, Nordberg A. High PIB retention in Alzheimer’s disease in early event with complex relationship with CSF biomarkers and functional parameters.  Current Alzheimer Research 2010;7:56‐66.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 64",https://www.ncbi.nlm.nih.gov/pubmed/20205671,20205671
"Okello A, Koivunen J, Edison P, et al. Conversion of amyloid positive and negative MCI to AD over 3 years.  Neurology 2009;73:754‐60.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 247",https://www.ncbi.nlm.nih.gov/pubmed/19587325,19587325
"Nordberg A, Carter SF, Rinne J, Drzezga A, Brooks DJ, Vandenberghe R, et al. A European multicentre PET study of fibrillar amyloid in Alzheimer's disease.  European Journal of Nuclear Medicine and Molecular Imaging 2013;40(1):104‐14.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 70",https://www.ncbi.nlm.nih.gov/pubmed/22961445,22961445
"Wolk DA, Price JC, Saxton JA, Snitz BE, James JA, Lopez OL, et al. Amyloid imaging in mild cognitive impairment subtypes.  Annals of Neurology 2009;65:557‐68.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 173",https://www.ncbi.nlm.nih.gov/pubmed/19475670,19475670
"Villemagne VL, Pike KE, Chetelat G, Ellis KA, Mulligan RS, Bourgeat P, et al. Longitudinal assessment of Aβ and cognition in a Alzheimer disease.  Annals of  Neurology 2011;69:181‐92.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 308",https://www.ncbi.nlm.nih.gov/pubmed/21280088,21280088
"Tosun D, Schuff N, Mathis C, A, Jagust W, Weiner M, et al. Spatial patterns of brain amyloid‐beta burden and atrophy rate associations in mild cognitive impairment.  Brain 2011;134(4):1077‐88.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 56",https://www.ncbi.nlm.nih.gov/pubmed/21429865,21429865
"Forsberg A, Engler H, Almkvist O, Blomquist G, Hagman G, Wall A, et al. PET imaging of amyloid deposition in patients with mild cognitive impairment.  Neurobiology of Aging 2008;29:1456‐65.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 369",https://www.ncbi.nlm.nih.gov/pubmed/17499392,17499392
"Nordberg A, Carter SF, Rinne J, Drzezga A, Brooks DJ, Vandenberghe R, et al. A European multicentre PET study of fibrillar amyloid in Alzheimer's disease.  European Journal of Nuclear Medicine and Molecular Imaging 2013;40(1):104‐14.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 70",https://www.ncbi.nlm.nih.gov/pubmed/22961445,22961445
"Jack CR, Wiste HJ, Vemuri P, Weigand SD, Sejnem ML, Zeng G at al. Brain beta‐amyloid measures and magnetic resonance imaging athrophy both predict time‐to‐progression from mild cognitive impairment to Alzheimer's disease.  Brain 2010;133:3336‐48.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 192",https://www.ncbi.nlm.nih.gov/pubmed/20935035,20935035
"Koivunen J, ScheininN, Virta JR, et al. Amyloid PET imaging in patients with mild cognitive impairment: A 2‐year follow‐up study.  Neurology 2011;76:1085‐90.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 91",https://www.ncbi.nlm.nih.gov/pubmed/21325653,21325653
"Jack 2009. Serial PIB and MRI in normal, mild cognitive impairment and Alzheimer's disease: implications for sequence at pathological events in Alzheimer's disease.  Brain 2009;132:1355‐65.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 506",https://www.ncbi.nlm.nih.gov/pubmed/19339253,19339253
"Koivunen J, Pirttila T, Kemppainen N, Aalto S, Herukka SK, Jauhianen AM, et al. PET amyloid ligand [11C]PIB uptake and cerebrospinal fluid beta‐amyloid in mild cognitive impairment. Dementia and Geriatric Cognitive Disorders2008; Vol. 26, issue 4:378‐83.    Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/18931497,18931497
"Mormino EC, Kluth JT, Madison CM, Rabinovici GD, Baker SL, Miller BL, et al. Episodic memory loss is related to hippocampal‐mediated beta‐amyloid deposition in elderly subjects. Brain2009; Vol. 132, issue 5:1310‐23.    Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19042931,19042931
"Nordberg A, Carter SF, Rinne J, Drzezga A, Brooks DJ, Vandenberghe R, et al. A European multicentre PET study of fibrillar amyloid in Alzheimer's disease. European Journal of Nuclear Medicine and Molecular Imaging2013; Vol. 40, issue 1:104‐14.    Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22961445,22961445
"Walhovd K, B, Fjell A, M, Brewer J, McEvoy L, et al. Combining MR imaging, positron‐emission tomography, and CSF biomarkers in the diagnosis and prognosis of Alzheimer disease. American Journal of Neuroradiology2010; Vol. 31, issue 2:347‐54.    Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20075088,20075088
Beckett 2010. The Alzheimer's Disease Neuroimaging Initiative: Annual change in biomarkers and clinical outcomes.  Alzheimer's & Dementia 2010;3:257‐64.  Link to article   Google Scholar   Web of Science® Times Cited: 51,https://www.ncbi.nlm.nih.gov/pubmed/20451874,20451874
"Ossenkoppele R, Prins ND, Pijnenburg YA, Lemstra AW, Flier WM, Adriaanse SF, et al. Impact of molecular imaging on the diagnostic process in a memory clinic.  Alzheimer's & Dementia 2012;9(4):414‐21.  Link to article   Google Scholar   Web of Science® Times Cited: 44",https://www.ncbi.nlm.nih.gov/pubmed/23164552,23164552
"Ossenkoppele R, Tolboom N, Foster‐Dingley JC, Adriaanse SF, Boellaard R, Yaqub M, et al. Longitudinal imaging of Alzheimer pathology using [11C]PIB, [18F]FDDNP and [18F]FDG PET.  European Journal of Nuclear Medicine and Molecular Imaging 2012;9(6):990‐1000.  Link to article   Google Scholar   CAS Web of Science® Times Cited: 46",https://www.ncbi.nlm.nih.gov/pubmed/22441582,22441582
"Toledo JB, Vanderstichele H, Figurski M, Aisen PS, Petersen RC, Weiner MW, et al. Factors affecting A plasma levels and their utility as biomarkers in ADNI. Acta Neuropathologica2011; Vol. 122, issue 4:401‐13.    Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/21805181,21805181
"Villain N, Chetelat G, Grassiot B, Bourgeat P, Jones G, Ellis KA, et al. Regional dynamics of amyloid‐beta deposition in healthy elderly, mild cognitive impairment and Alzheimer's disease: A voxelwise PiB‐PET longitudinal study. Brain2012; Vol. 135, issue 7:2126‐39.    Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22628162,22628162
"Koivunen J, Karrasch M, Scheinin NM, Aalto S, Vahlberg T, Nagren K, et al. Cognitive decline and amyloid accumulation in patients with mild cognitive impairment. Dementia and Geriatric Cognitive Disorders2012; Vol. 34, issue 1:31‐7.    Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22868352,22868352
