citation_journal,link,PMID
"Massari M,  Cioffi U,  De Simone M,  Bonavina L,  D'elia A,  Rosso L, et al. Endoscopic ultrasonography for preoperative staging of gastric carcinoma.  Hepatogastroenterology 1996;43(9):542‐6. [PUBMED: 8799392]    PubMed     Google Scholar   Web of Science® Times Cited: 24",https://www.ncbi.nlm.nih.gov/pubmed/8799392,8799392
"Repiso A,  Gómez‐Rodríguez R,  López‐Pardo R,  Lombera MM,  Romero M,  Aranzana A,  et al. Usefulness of endoscopic ultrasonography in preoperative gastric cancer staging: diagnostic yield and therapeutic impact.  Revista Espanola de Enfermedades Digestivas 2010;102(7):413‐20. [PUBMED: 20617861]    PubMed     Google Scholar   Web of Science® Times Cited: 9",https://www.ncbi.nlm.nih.gov/pubmed/20617861,20617861
"Bohle W, Scheidig A, Zoller WG. Endosonographic tumor staging for treatment decision in resectable gastric cancer.  Journal of Gastrointestinal and Liver Diseases 2011;20(2):135‐9. [PUBMED: 21725509]    PubMed     Google Scholar   Web of Science® Times Cited: 4",https://www.ncbi.nlm.nih.gov/pubmed/21725509,21725509
"Perng DS,  Jan CM,  Wang WM,  Chen LT,  Su YC,  Liu GC,  et al. Computed tomography, endoscopic ultrasonography and intraoperative assessment in TN staging of gastric carcinoma.  Journal of the Formosan Medical Association 1996;95(5):378‐85. [PUBMED: 8688702]    PubMed     Google Scholar   Web of Science® Times Cited: 22",https://www.ncbi.nlm.nih.gov/pubmed/8688702,8688702
"Cerizzi A, Crosta C, Botti F, Carrara A, Alloni R, Taschieri AM. Preoperative staging of gastric carcinoma using endosonography (EUS) [Stadiazione pre‐operatoria del carcinoma gastrico mediante endosonografia (EUS)].  Annali Italiani di Chirurgia 1992;63(4):465‐9. [PUBMED: 1463259]    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/1463259,1463259
"Mancino G,  Bozzetti F,  Schicchi A,  Schiavo M,  Spinelli P,  Andreola S. Preoperative endoscopic ultrasonography in patients with gastric cancer.  Tumori 2000;86(2):139‐41. [PUBMED: 10855851]    PubMed     Google Scholar   Web of Science® Times Cited: 15",https://www.ncbi.nlm.nih.gov/pubmed/10855851,10855851
"Shimizu S, Tada M, Kawai K. Endoscopic ultrasonography for early gastric cancer.  Endoscopy 1994;26(9):767‐8. [PUBMED: 7712983]    PubMed     Google Scholar   Web of Science® Times Cited: 13",https://www.ncbi.nlm.nih.gov/pubmed/7712983,7712983
"Arocena MG,  Barturen A,  Bujanda L,  Casado O,  Ramírez MM,  Oleagoitia JM,  et al. MRI and endoscopic ultrasonography in the staging of gastric cancer.  Revista Espanola de Enfermedades Digestivas 2006;98(8):582‐90. [PUBMED: 17048994]    PubMed     Google Scholar   Web of Science® Times Cited: 15",https://www.ncbi.nlm.nih.gov/pubmed/17048994,17048994
"Tseng LJ, Mo LR, Tio TL, Fresner YT, Jao N, Lin RC, et al. Video‐endoscopic ultrasonography in staging gastric carcinoma.  Hepatogastroenterology 2000;47(33):897‐900. [PUBMED: 10919057]    PubMed     Google Scholar   Web of Science® Times Cited: 14",https://www.ncbi.nlm.nih.gov/pubmed/10919057,10919057
"Akashi K,  Yanai H,  Nishikawa J,  Satake M,  Fukagawa Y,  Okamoto T,  et al. Ulcerous change decreases the accuracy of endoscopic ultrasonography diagnosis for the invasive depth of early gastric cancer.  International Journal of Gastrointestinal Cancer 2006;37(4):133‐8. [PUBMED: 18080789]    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/18080789,18080789
"Dittler HJ, Siewert JR. Role of endoscopic ultrasonography in gastric carcinoma.  Endoscopy 1993;25(2):162‐6. [PUBMED: 8491133]    PubMed     Google Scholar   Web of Science® Times Cited: 103",https://www.ncbi.nlm.nih.gov/pubmed/8491133,8491133
"François E,  Peroux J,  Mouroux J,  Chazalle M,  Hastier P,  Ferrero J,  et al. Preoperative endosonographic staging of cancer of the cardia.  Abdominal Imaging 1996;21(6):483‐7. [PUBMED: 8875868]    PubMed     Google Scholar   Web of Science® Times Cited: 16",https://www.ncbi.nlm.nih.gov/pubmed/8875868,8875868
"Okamura S, Tsutsui A, Muguruma N, Ichikawa S, Sogabe M, Okita Y, et al. The utility and limitations of an ultrasonic miniprobe in the staging of gastric cancer.  Journal of Medical Investigation 1999;46(1‐2):49‐53. [PUBMED: 10408157]    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/10408157,10408157
"Caletti G, Ferrari A, Brocchi E, Barbara L. Accuracy of endoscopic ultrasonography in the diagnosis and staging of gastric cancer and lymphoma.  Surgery 1993;113(1):14‐27. [PUBMED: 8417483]    PubMed     Google Scholar   Web of Science® Times Cited: 112",https://www.ncbi.nlm.nih.gov/pubmed/8417483,8417483
"Botet JF, Lightdale CJ, Zauber AG, Gerdes H, Winawer SJ, Urmacher C, et al. Preoperative staging of gastric cancer: comparison of endoscopic US and dynamic CT.  Radiology 1991;181(2):426‐32. [PUBMED: 1924784]  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 229",https://www.ncbi.nlm.nih.gov/pubmed/1924784,1924784
"Hünerbein M,  Ghadimi BM,  Haensch W,  Schlag PM. Transendoscopic ultrasound of esophageal and gastric cancer using miniaturized ultrasound catheter probes.  Gastrointestinal Endoscopy 1998;48(4):371‐5. [PUBMED: 9786108]  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 39",https://www.ncbi.nlm.nih.gov/pubmed/9786108,9786108
"Saito N, Takeshita K, Habu H, Endo M. The use of endoscopic ultrasound in determining the depth of cancer invasion in patients with gastric cancer.  Surgical Endoscopy 1991;5(1):14‐9. [PUBMED: 1871669]  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 42",https://www.ncbi.nlm.nih.gov/pubmed/1871669,1871669
"Zheng Z, Yu Y, Lu M, Sun W, Wang F, Li P, et al. Double contrast‐enhanced ultrasonography for the preoperative evaluation of gastric cancer: a comparison to endoscopic ultrasonography with respect to histopathology.  American Journal of Surgery 2011;202(5):605‐11. [PUBMED: 21824594]  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 17",https://www.ncbi.nlm.nih.gov/pubmed/21824594,21824594
"Manzoni G, Pedrazzani C, Leo A, Bonfiglio M, Tedesco P, Tasselli S, et al. Experience of endoscopic ultrasound in staging adenocarcinoma of the cardia.  European Journal of Surgical Oncology 1999;25(6):595‐8. [PUBMED: 10556006]  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 13",https://www.ncbi.nlm.nih.gov/pubmed/10556006,10556006
"Murata Y, Suzuki S, Hashimoto H. Endoscopic ultrasonography of the upper gastrointestinal tract.  Surgical Endoscopy 1988;2(3):180‐3. [PUBMED: 3070801]  Link to article   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/3070801,3070801
"Ziegler K,  Sanft C,  Zimmer T,  Zeitz M,  Felsenberg D,  Stein H,  et al. Comparison of computed tomography, endosonography, and intraoperative assessment in TN staging of gastric carcinoma.  Gut 1993;34(5):604‐10. [PUBMED: 8504959]  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 131",https://www.ncbi.nlm.nih.gov/pubmed/8504959,8504959
"Chen CH, Yang CC, Yeh YH. Preoperative staging of gastric cancer by endoscopic ultrasound: the prognostic usefulness of ascites detected by endoscopic ultrasound.  Journal of Clinical Gastroenterology 2002;35(4):321‐7. [PUBMED: 12352295]  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 42",https://www.ncbi.nlm.nih.gov/pubmed/12352295,12352295
"Grimm H, Binmoeller KF, Hamper K, Koch J, Henne‐Bruns D, Soehendra N. Endosonography for preoperative locoregional staging of esophageal and gastric cancer.  Endoscopy 1993;25(3):224‐30. [PUBMED: 8519241]  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 126",https://www.ncbi.nlm.nih.gov/pubmed/8519241,8519241
"Hizawa K,  Iwai K,  Esaki M,  Matsumoto T,  Suekane H,  Iida M. Is endoscopic ultrasonography indispensable in assessing the appropriateness of endoscopic resection for gastric cancer?.  Endoscopy 2002;34(12):973‐8. [PUBMED: 12471541]  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 57",https://www.ncbi.nlm.nih.gov/pubmed/12471541,12471541
"Park SR, Lee JS, Kim CG, Kim HK, Kook MC, Kim YW, et al. Endoscopic ultrasound and computed tomography in restaging and predicting prognosis after neoadjuvant chemotherapy in patients with locally advanced gastric cancer.  Cancer 2008;112(11):2368‐76. [PUBMED: 18404697]  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 33",https://www.ncbi.nlm.nih.gov/pubmed/18404697,18404697
"Polkowski M, Palucki J, Wronska E, Szawlowski A, Nasierowska‐Guttmejer A, Butruk E. Endosonography versus helical computed tomography for locoregional staging of gastric cancer.  Endoscopy 2004;36(7):617‐23. [PUBMED: 15243885]  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 67",https://www.ncbi.nlm.nih.gov/pubmed/15243885,15243885
"Nomura N, Goto H, Niwa Y, Arisawa T, Hirooka Y, Hayakawa T. Usefulness of contrast‐enhanced EUS in the diagnosis of upper GI tract diseases.  Gastrointestinal Endoscopy 1999;50(4):555‐60. [PUBMED: 10502181]  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 27",https://www.ncbi.nlm.nih.gov/pubmed/10502181,10502181
"Ganpathi IS,  So JB,  Ho KY. Endoscopic ultrasonography for gastric cancer: does it influence treatment?.  Surgical Endoscopy 2006;20(4):559‐62. [PUBMED: 16446988]  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 56",https://www.ncbi.nlm.nih.gov/pubmed/16446988,16446988
"Heye T,  Kuntz C,  Düx M,  Encke J,  Palmowski M,  Autschbach F,  et al. CT and endoscopic ultrasound in comparison to endoluminal MRI: preliminary results in staging gastric carcinoma.  European Journal of Radiology 2009;70(2):336‐41. [PUBMED: 18337043]  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 14",https://www.ncbi.nlm.nih.gov/pubmed/18337043,18337043
"Tan SY, Wang JY, Shen L, Luo HS, Shen ZX. Relationship between preoperative staging by endoscopic ultrasonography and MMP‐9 expression in gastric carcinoma.  World Journal of Gastroenterology 2007;13(14):2108‐12. [PUBMED: 17465457]  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 10",https://www.ncbi.nlm.nih.gov/pubmed/17465457,17465457
"Lok KH, Lee CK, Yiu HL, Lai L, Szeto ML, Leung SK. Current utilization and performance status of endoscopic ultrasound in a community hospital.  Journal of Digestive Diseases 2008;9(1):41‐7. [PUBMED: 18251793]  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 8",https://www.ncbi.nlm.nih.gov/pubmed/18251793,18251793
"Mouri R,  Yoshida S,  Tanaka S,  Oka S,  Yoshihara M,  Chayama K. Usefulness of endoscopic ultrasonography in determining the depth of invasion and indication for endoscopic treatment of early gastric cancer.  Journal of Clinical Gastroenterology 2009;43(4):318‐22. [PUBMED: 19077733]  Link to article   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19077733,19077733
