citation_journal,link,PMID
"Savioli L, Hatz C, Dixon H, Kisumku UM, Mott KE. [Control of morbidity due to Schistosoma haematobium on Pemba Island:Egg excretion and hematuria as indicators of infection].  American Journal of Tropical Medicine and Hygiene 1990;43(3):289‐95.    PubMed",https://www.ncbi.nlm.nih.gov/pubmed/2121056,2121056
"Ndamukong KJ, Ayuk MA, Dinga JS, Akenji TN. [Prevalance and intensity of urinary schistosomiasis in primary school children of the Kotto Barombi].  East African Medical Journal 2001;78(6):287‐9.    PubMed",https://www.ncbi.nlm.nih.gov/pubmed/12002103,12002103
"Mafe MA, Stamm T, Utzinger J, N'Goran EK. [Control of urinary schistosomiasis: an investigation into the effective use of questionnaires to identify high‐risk communities and individuals in Niger State, Nigeria].  Tropical Medicine and International Health 2000;5(1):53‐63.    PubMed",https://www.ncbi.nlm.nih.gov/pubmed/10672206,10672206
"Polman K, Stelma FF, Gryseels B, Dam GJ, Talla I, Niang M, et al. [Epidemiologic application of circulating antigen detection in a recent Schistosoma mansoni focus in Northern Senegal].  American Journal of Tropical Medicine and Hygiene 1995;53(2):152‐7.    PubMed",https://www.ncbi.nlm.nih.gov/pubmed/7677216,7677216
"El‐Sayed HF, Rizkalla NH, Mehanna S, Abaza SM, Winch PJ. [Prevalence and epidemiology of Schistosoma mansoni and S. haematobium infection in two areas of Egypt recently reclaimed from the desert].  American Journal of Tropical Medicine and Hygiene 1995;52(2):194‐8.    PubMed",https://www.ncbi.nlm.nih.gov/pubmed/7872453,7872453
"Traore M, Traore HA, Kardorff R, Diarra A, Landoure Vester U, Doehring E, et al. [The public health significance of urinary schistosomiasis as a cause of morbidity in 2 districts in Mali].  American Journal of Tropical Medicine and Hygiene 1998;59(3):407‐13.    PubMed",https://www.ncbi.nlm.nih.gov/pubmed/9749635,9749635
"Bassiouny HK, Hasab AA, El‐Nimr NA, Al‐Shibani LA, Al‐Waleedi AA. Rapid diagnosis of schistosomiasis in Yemen using a simple questionnaire and urine reagent strips [Diagnostic rapide de la schistosomiase au Yemen a l'aide d'un questionnaire simple et de bandelettes urinaires reactives].  Eastern Mediterranean Health Journal 2014;20(4):242‐9.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/24952121,24952121
"El‐Morshedy H, Kinosien B, Barakat R, Omer E, Khamis N, Deelder AM, et al. [Circulating anodic antigen for detection of Schistosoma mansoni infection in Egyptian patients].  American Journal of Tropical Medicine and Hygiene 1996;54(2):149‐53.    PubMed",https://www.ncbi.nlm.nih.gov/pubmed/8619439,8619439
"Stephenson LS, Latham MC, Kinoti SN, Oduori ML. [Sensitivity and specificity of reagent strips in screening of Kenyan children for Schistosoma haematobium infection].  American Journal of Tropical Medicine and Hygiene 1984;33(5):862‐71.    PubMed",https://www.ncbi.nlm.nih.gov/pubmed/6486295,6486295
"Adriko M, Standley CJ, Tinkitina EM, Fenwick A, Fleming FM, Sousa‐Figueiredo JC, et al. [Evaluation of circulating cathodic antigen (CCA) urine‐cassette assay as a survey tool for Schistosoma mansoni in different transmission settings within Bugiri District, Uganda].  Acta Tropica 2014;136:50‐7.    PubMed",https://www.ncbi.nlm.nih.gov/pubmed/24727052,24727052
