citation_journal,link,PMID
"Jullien JA, Downer MC, Zakrzewska JM, Speight PM. Evaluation of a screening test for the early detection of oral cancer and precancer.  Community Dental Health 1995;12:3‐7.    PubMed     Google Scholar   CAS",https://www.ncbi.nlm.nih.gov/pubmed/7697560,7697560
"Warnakulasuriya KA, Nanayakkara BG. Reproducibility of an oral cancer and precancer detection program using a primary health care model in Sri Lanka.  Cancer Detection and Prevention 1991;15(5):331‐4.    PubMed     Google Scholar   CAS Web of Science® Times Cited: 37",https://www.ncbi.nlm.nih.gov/pubmed/1751941,1751941
"Warnakulasuriya S, Pindborg JJ. Reliability of oral precancer screening by primary health care workers in Sri Lanka.  Community Dental Health 1990;7(1):73‐9.    PubMed     Google Scholar   CAS",https://www.ncbi.nlm.nih.gov/pubmed/2357611,2357611
"Ikeda N, Downer MC, Ishii T, Fukano H, Nagao T, Inoue K. Annual screening for oral cancer and precancer by invitation to 60‐year‐old residents of a city in Japan.  Community Dental Health 1995;12(3):133‐7.    PubMed     Google Scholar   CAS",https://www.ncbi.nlm.nih.gov/pubmed/7584579,7584579
"Warnakulasuriya KA, Ekanayake AN, Sivayoham S, Stjernswärd J, Pindborg JJ, Sobin IH, et al. Utilization of primary health care workers for early detection of oral cancer and precancer cases in Sri Lanka.  Bulletin of the World Health Organization 1984;62(2):243‐50.    PubMed     Google Scholar   CAS Web of Science® Times Cited: 47",https://www.ncbi.nlm.nih.gov/pubmed/6610492,6610492
"Mehta FS, Gupta PC, Bhonsle RB, Murti PR, Daftary DK, Pindborg JJ. Detection of oral cancer using basic health workers in an area of high oral cancer incidence in India.  Cancer Detection and Prevention 1986;9(3‐4):219‐25.    PubMed     Google Scholar   CAS Web of Science® Times Cited: 33",https://www.ncbi.nlm.nih.gov/pubmed/3742502,3742502
"Jullien JA, Downer MC, Zakrzewska JM, Speight PM. Evaluation of a screening test for the early detection of oral cancer and precancer.  Community Dental Health 1995;12:3‐7.    PubMed     Google Scholar   CAS",https://www.ncbi.nlm.nih.gov/pubmed/7697560,7697560
"Ramadas K, Sankaranarayanan R, Jacob BJ, Thomas G, Somanathan T, Mahé C, et al. Interim results from a cluster randomized controlled oral cancer screening trial in Kerala, India.  Oral Oncology 2003;39(6):580‐8.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 33",https://www.ncbi.nlm.nih.gov/pubmed/12798401,12798401
"Sankaranarayanan R, Mathew B, Jacob BJ, Thomas G, Somanathan T, Pisani P, et al. Early findings from a community‐based, cluster‐randomized, controlled oral cancer screening trial in Kerala, India. The Trivandrum Oral Cancer Screening Study Group.  Cancer 2000;88(3):664‐73.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 69",https://www.ncbi.nlm.nih.gov/pubmed/10649262,10649262
"Su WW, Yen AM, Chiu SY, Chen TH. A community‐based RCT for oral cancer screening with toluidine blue.  Journal of Dental Research 2010;89(9):933‐7.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 6",https://www.ncbi.nlm.nih.gov/pubmed/20525960,20525960
"Downer MC, Evans AW, Hughes Hallett CM, Jullien JA, Speight PM, Zakrzewska JM. Evaluation of screening for oral cancer and precancer in a company headquarters.  Community Dentistry and Oral Epidemiology 1995;23(2):84‐8.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 41",https://www.ncbi.nlm.nih.gov/pubmed/7781305,7781305
"Sankaranarayanan R, Ramadas K, Thara S, Muwonge R, Thomas G, Anju G, et al. Long term effect of visual screening on oral cancer incidence and mortality in a randomized trial in Kerala, India.  Oral Oncology 2013;49(4):314‐21.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 6",https://www.ncbi.nlm.nih.gov/pubmed/23265945,23265945
"Chang IH, Jiang RS, Wong YK, Wu SH, Chen FJ, Liu SA. Visual screening of oral cavity cancer in a male population: experience from a medical center.  Journal of the Chinese Medical Association 2011;74(12):561‐6.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 4",https://www.ncbi.nlm.nih.gov/pubmed/22196472,22196472
"Mathew B, Sankaranarayanan R, Sunilkumar KB, Kuruvila B, Pisani P, Nair MK. Reproducibility and validity of oral visual inspection by trained health workers in the detection of oral precancer and cancer.  British Journal of Cancer 1997;76(3):390‐4.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 38",https://www.ncbi.nlm.nih.gov/pubmed/9252209,9252209
"Elango KJ, Anandkrishnan N, Suresh A, Iyer SK, Ramaiyer SK, Kuriakose MA. Mouth self‐examination to improve oral cancer awareness and early detection in a high‐risk population.  Oral Oncology 2011;47(7):620‐4.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 6",https://www.ncbi.nlm.nih.gov/pubmed/21646040,21646040
"Scott SE, Rizvi K, Grunfeld EA, McGurk M. Pilot study to estimate the accuracy of mouth self‐examination in an at‐risk group.  Head and Neck 2010;32(10):1393‐401.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 8",https://www.ncbi.nlm.nih.gov/pubmed/20146330,20146330
"Sweeny L, Dean NR, Magnuson JS, Carroll WR, Clemons L, Rosenthal EL. Assessment of tissue autofluorescence and reflectance for oral cavity cancer screening.  Journal of Otolaryntology ‐ Head and Neck Surgery 2011;145(6):956‐60.  Link to article   Google Scholar   Web of Science® Times Cited: 4",https://www.ncbi.nlm.nih.gov/pubmed/21804026,21804026
