citation_journal,link,PMID
"Fang Y, Pan YZ, Li M, Qiao RH, Cai Y. Diagnostic capability of Fourier‐Domain optical coherence tomography in early primary open angle glaucoma.  Chinese Medical Journal 2010;123(15):2045‐50.    PubMed     Google Scholar   Web of Science® Times Cited: 10",https://www.ncbi.nlm.nih.gov/pubmed/20819540,20819540
"Oddone F, Centofanti M, Tanga L, Parravano M, Michelessi M, Schiavone M, et al. Influence of disc size on optic nerve head versus retinal nerve fiber layer assessment for diagnosing glaucoma.  Ophthalmology 2011;118(7):1340‐7.    PubMed     Google Scholar   Web of Science® Times Cited: 17",https://www.ncbi.nlm.nih.gov/pubmed/21474186,21474186
"Leite MT, Rao HL, Zangwill LM, Weinreb RN, Medeiros FA. Comparison of the diagnostic accuracies of the Spectralis, Cirrus, and RTVue optical coherence tomography devices in glaucoma.  Ophthalmology 2011;118(7):1334‐9.    PubMed     Google Scholar   Web of Science® Times Cited: 51",https://www.ncbi.nlm.nih.gov/pubmed/21377735,21377735
"Borque E, Ferreras A, Polo V, Larrosa JM, Pablo LE, Honrubia FM. Diagnostic ability of GDx VCC for glaucoma diagnosis.  Archivos de la Sociedad Espanola de Oftalmologia 2008;83(6):357‐64.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/18521768,18521768
"Pueyo V, Polo V, Larrosa JM, Ferreras A, Martínez‐de‐la‐Casa JM, Honrubia FM. Diagnostic usefulness of optical coherence tomography (OCT), scanning laser tomography (HRT‐II) and laser polarimetry (GDx) in open‐angle glaucoma.  Archivos de la Sociedad Espanola de Oftalmologia 2006;81(12):693‐700.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/17199163,17199163
"Kang SY, Sung KR, Na JH, Choi EH, Cho JW, Cheon MH, et al. Comparison between deviation map algorithm and peripapillary retinal nerve fiber layer measurements using Cirrus HD‐OCT in the detection of localized glaucomatous visual field defects.  Journal of Glaucoma 2012;21(6):372‐8.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 8",https://www.ncbi.nlm.nih.gov/pubmed/21430549,21430549
"Kita Y, Kita R, Takeyama A, Takagi S, Nishimura C, Tomita G. Ability of optical coherence tomography‐determined ganglion cell complex thickness to total retinal thickness ratio to diagnose glaucoma.  Journal of Glaucoma 2013;22(9):757‐62.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 13",https://www.ncbi.nlm.nih.gov/pubmed/22668980,22668980
"Shah NN, Bowd C, Medeiros FA, Weinreb RN, Sample PA, Hoffmann EM, et al. Combining structural and functional testing for detection of glaucoma.  Ophthalmology 2006;113(9):1593‐602.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 63",https://www.ncbi.nlm.nih.gov/pubmed/16949444,16949444
"Ferreras A, Pablo LE, Pajarín AB, Larrosa JM, Polo V, Pueyo V. Diagnostic ability of the Heidelberg Retina Tomograph 3 for glaucoma.  American Journal of Ophthalmology 2008;145(2):354‐9.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 27",https://www.ncbi.nlm.nih.gov/pubmed/18078851,18078851
"Mwanza JC, Budenz DL, Godfrey DG, Neelakantan A, Sayyad FE, Chang RT, et al. Diagnostic performance of optical coherence tomography ganglion cell‐‐inner plexiform layer thickness measurements in early glaucoma.  Ophthalmology 2014;121(4):849‐54.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 20",https://www.ncbi.nlm.nih.gov/pubmed/24393348,24393348
"Rao HL, Addepalli UK, Chaudhary S, Kumbar T, Senthil S, Choudhari NS, et al. Ability of different scanning protocols of spectral domain optical coherence tomography to diagnose preperimetric glaucoma.  Investigative Ophthalmology and Visual Science 2013;54(12):7252‐7.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 12",https://www.ncbi.nlm.nih.gov/pubmed/24114539,24114539
"Mai TA, Reus NJ, Lemij HG. Diagnostic accuracy of scanning laser polarimetry with enhanced versus variable corneal compensation.  Ophthalmology 2007;114(11):1988‐93.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 38",https://www.ncbi.nlm.nih.gov/pubmed/17459481,17459481
"Kook MS, Cho HS, Seong M, Choi J. Scanning laser polarimetry using variable corneal compensation in the detection of glaucoma with localized visual field defects.  Ophthalmology 2005;112(11):1970‐8.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 16",https://www.ncbi.nlm.nih.gov/pubmed/16185765,16185765
"Bertuzzi F, Benatti E, Esempio G, Rulli E, Miglior S. Evaluation of retinal nerve fiber layer thickness measurements for glaucoma detection: GDx ECC versus spectral‐domain OCT.  Journal of Glaucoma 2014;23(4):232‐9.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 1",https://www.ncbi.nlm.nih.gov/pubmed/23970337,23970337
