citation_journal,link,PMID
"Levtchenko EN, Lahy C, Levy J, Ham HR, Piepsz A. Role of Tc‐99m DMSA scintigraphy in the diagnosis of culture negative pyelonephritis.  Pediatric Nephrology 2001;16(6):503‐6. [MEDLINE: 11420916]    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/11420916,11420916
"Sheu JN, Chang HM, Chen SM, Hung TW, Lue KH. The role of procalcitonin for acute pyelonephritis and subsequent renal scarring in infants and young children.  Journal of Urology 2011;186(5):2002‐8. [MEDLINE: 21944121]    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/21944121,21944121
"Martín Aguado MJ, Canals Baeza A, Vioque López J, Tarazona JL, Flores Serrano J. Technetium‐99m‐dimercaptosuccinic acid (DMSA) scintigraphy in the first febrile urinary tract infection in children [Gammagrafía con tecnecio‐99m‐ácido dimercaptosuccínico en el estudio de la primera infección urinaria febril del niño].  Anales Espanoles de Pediatria 2000;52(1):23‐30. [MEDLINE: 11003855]    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/11003855,11003855
"Benador D, Benador N, Slosman D, Mermillod B, Girardin E. Are younger children at highest risk of renal sequelae after pyelonephritis?.  Lancet 1997;349(9044):17‐9. [MEDLINE: 8988117]    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/8988117,8988117
"Fretzayas A, Moustaki M, Gourgiotis D, Bossios A, Koukoutsakis P, Stavrinadis C, et al. Polymorphonuclear elastase as a diagnostic marker of acute pyelonephritis in children.  Pediatrics 2000;105(2):E28. [MEDLINE: 10654988]    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/10654988,10654988
"Taskinen S, Ronnholm K. Post‐pyelonephritic renal scars are not associated with vesicoureteral reflux in children.  Journal of Urology 2005;173(4):1345‐8. [MEDLINE: 15758798]    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/15758798,15758798
"Montini G, Toffolo A, Zucchetta P, Dall'Amico R, Gobber D, Calderan A, et al. Antibiotic treatment for pyelonephritis in children: multicentre randomised controlled non‐inferiority trial.  BMJ 2007;335(7616):386. [MEDLINE: 17611232]    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/17611232,17611232
"Garin EH, Olavarria F, Araya C, Broussain M, Barrera C, Young L. Diagnostic significance of clinical and laboratory findings to localize site of urinary infection.  Pediatric Nephrology 2007;22(7):1002‐6. [MEDLINE: 17375337]    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/17375337,17375337
"Kotoula A, Gardikis S, Tsalkidis A, Mantadakis E, Zissimopoulos A, Deftereos S, et al. Comparative efficacies of procalcitonin and conventional inflammatory markers for prediction of renal parenchymal inflammation in pediatric first urinary tract infection.  Urology 2009;73(4):782‐6. [MEDLINE: 19152962]    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19152962,19152962
"Zaki M, Al Mutari G, Al Saleh Q, Ramadan DG. Febrile urinary tract infection in children: Role of 99mTc‐dimercaptosuccinic acid (DMSA) scan and other imaging techniques.  Annals of Saudi Medicine 1996;16(4):410‐3. [EMBASE: 1996271418]    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/17372481,17372481
"Biggi A, Dardanelli L, Pomero G, Cussino P, Noello C, Sernia O, et al. Acute renal cortical scintigraphy in children with a first urinary tract infection.  Pediatric Nephrology 2001;16(9):733‐8. [MEDLINE: 11511988]    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/11511988,11511988
"Bigot S, Leblond P, Foucher C, Hue V, D'Herbomez M, Foulard M. Usefulness of procalcitonin for the diagnosis of acute pyelonephritis in children [Apport du dosage de la procalcitonine pour le diagnostic de pyélonéphrite aiguë de l'enfant].  Archives de Pédiatrie 2005;12(7):1075‐80. [MEDLINE: 15893462]    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/15893462,15893462
"Nikfar R, Khotaee G, Ataee N, Shams S. Usefulness of procalcitonin rapid test for the diagnosis of acute pyelonephritis in children in the emergency department.  Pediatrics International 2010;52(2):196‐8. [MEDLINE: 20500474]    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20500474,20500474
"Melis K, Vandevivere J, Hoskens C, Vervaet A, Sand A, Acker KJ. Involvement of the renal parenchyma in acute urinary tract infection: the contribution of 99mTc dimercaptosuccinic acid scan.  European Journal of Pediatrics 1992;151(7):536‐9. [MEDLINE: 1327798]    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/1327798,1327798
"Bressan S, Andreola B, Zucchetta P, Montini G, Burei M, Perilongo G, et al. Procalcitonin as a predictor of renal scarring in infants and young children.  Pediatric Nephrology 2009;24(6):1199‐204. [MEDLINE: 19205751]    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19205751,19205751
