citation_journal,link,PMID
"Felsenstein S, Faddoul D, Sposto R, Batoon K, Polanco CM, Dien Bard J. Molecular and clinical diagnosis of group A streptococcal pharyngitis in children.  Journal of Clinical Microbiology 2014;52(11):3884‐9. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/25143573,25143573
"Ding JY, Wang P. Methods for the rapid screening of group A streptococci: fluorescent in situ hybridization versus immunochromatography.  Medical Principles and Practice 2011;20(6):504‐8. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/21986006,21986006
"Llor C, Hernandez Anadon S, Gomez Bertomeu FF, Santamaria Puig JM, Calvino Dominguez O, Fernandez Pages Y. Validation of a rapid antigenic test in the diagnosis of pharyngitis caused by group A beta‐haemolytic Streptococcus.  Atencion Primaria 2008;40(10):489‐96. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19054454,19054454
"Egger P, Siegrist CA, Strautmann G, Belli D, Auckenthaler R. Evaluation of two ELISA tests for the rapid detection of group A streptococci.  European Journal of Pediatrics 1990;149(4):256‐8. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/2406149,2406149
"Fourati S, Smaoui H, Jegiurim H, Berriche I, Taghorti R, Ben Bader M, et al. Use of the rapid antigen detection test in group A streptococci pharyngitis diagnosis in Tunis, Tunisia [Utilisation d'un test de diagnostic rapide des angines à streptocoque béta‐hémolytique du groupe A, auprès d'un échantillon d'enfants à Tunis, Tunisie].  Bulletin de la Société de Pathologie Exotique 2009;102(3):175‐6. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19739414,19739414
"Rimoin AW, Walker CLF, Hamza HS, Elminawi N, Ghafar HA, Vince A, et al. The utility of rapid antigen detection testing for the diagnosis of streptococcal pharyngitis in low‐resource settings.  International Journal of Infectious Diseases 2010;14:e1048‐53. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/21036645,21036645
Schwartz RH. Evaluation of rapid streptococcal detection tests.  Pediatric Infectious Disease Journal 1997;16(11):1099‐100. CENTRAL    PubMed     Google Scholar,https://www.ncbi.nlm.nih.gov/pubmed/9384356,9384356
"Chiadmi F, Schlatter J, Mounkassa B, Ovetchkine P, Vermerie N. Fast diagnostic tests in the management of group A beta‐haemolytic streptococcal pharyngitis [Tests de diagnostic rapide dans la prise en charge des angines à streptocoques béta‐ hémolytiques du groupe A].  Annales de Biologie Clinique 2004;62(5):573‐7. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/15355808,15355808
"Mirza A, Wludyka P, Chiu TT, Rathore MH. Throat culture is necessary after negative rapid antigen detection tests.  Clinical Pediatrics 2007;46(3):241‐6. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/17416880,17416880
"Gerber MA, Tanz RR, Kabat W, Dennis E, Bell GL, Kaplan EL, et al. Optical immunoassay test for group A beta‐hemolytic streptococcal pharyngitis. An office‐based, multicenter investigation.  JAMA 1997;277(11):899‐903. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/9062328,9062328
"Flores Mateo G, Conejero J, Grenzner Martinel E, Baba Z, Dicono S, Echasabal M, et al. Early diagnosis of streptococcal pharyngitis in paediatric practice: validity of a rapid antigen detection test [Diagnostico precoz de faringitis estreptococica en pediatria: validacion deuna tecnica antigenica rapida].  Atencion Primaria 2010;42(7):356‐61. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20347185,20347185
"Dagnelie CF, Bartelink ML, Graaf Y, Goessens W, Melker RA. Towards a better diagnosis of throat infections (with group A beta‐haemolytic streptococcus) in general practice.  British Journal of General Practice 1998;48(427):959‐62. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/9624764,9624764
"Gerber MA, Randolph MF, DeMeo KK. Liposome immunoassay for rapid identification of group A streptococci directly from throat swabs.  Journal of Clinical Microbiology 1990;28(6):1463‐4. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/2199512,2199512
"Gieseker KE, Roe MH, MacKenzie T, Todd JK. Evaluating the American Academy of Pediatrics diagnostic standard for Streptococcus pyogenes pharyngitis: backup culture versus repeat rapid antigen testing.  Pediatrics 2003;111(6):e666‐70. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/12777583,12777583
