citation_journal,link,PMID
"Modi N, Kapoor A, Kumar S, Tewari S, Garg N, Sinha N. Utility of carotid intimal medial thickness as a screening tool for evaluation of coronary artery disease in pre‐transplant end stage renal disease.  Journal of Postgraduate Medicine 2006;52(4):266‐70. [MEDLINE: 17102544]    PubMed     Google Scholar   CAS Web of Science® Times Cited: 7",https://www.ncbi.nlm.nih.gov/pubmed/17102544,17102544
"Sharma R, Mehta RL, Brecker SJD, Gaze DC, Gregson H, Streather CP, et al. The diagnostic and prognostic value of tissue Doppler imaging during dobutamine stress echocardiography in end‐stage renal disease.  Coronary Artery Disease 2009;20(3):230‐7. [MEDLINE: 19387250]  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 4",https://www.ncbi.nlm.nih.gov/pubmed/19387250,19387250
"Herzog CA, Marwick TH, Pheley AM, White CW, Rao VK, Dick CD. Dobutamine stress echocardiography for the detection of significant coronary artery disease in renal transplant candidates.  American Journal of Kidney Diseases 1999;33(6):1080‐90. [MEDLINE: 10352196]  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 75",https://www.ncbi.nlm.nih.gov/pubmed/10352196,10352196
"Sharples EJ, Pereira D, Summers S, Cunningham J, Rubens M, Goldsmith D, et al. Coronary artery calcification measured with electron‐beam computerized tomography correlates poorly with coronary artery angiography in dialysis patients.  American Journal of Kidney Diseases 2004;43(2):313‐9. [MEDLINE: 14750097]  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 68",https://www.ncbi.nlm.nih.gov/pubmed/14750097,14750097
"West JC, Napoliello DA, Costello JM, Nassef LA, Butcher RJ, Hartle JE, et al. Preoperative dobutamine stress echocardiography versus cardiac arteriography for risk assessment prior to renal transplantation.  Transplant International 2000;13(Suppl 1):S27‐30. [MEDLINE: 11111956]  Link to article   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/11111956,11111956
"Vandenberg BF, Rossen JD, Grover‐Mckay M, Shammas NW, Burns TL, Rezai K. Evaluation of diabetic patients for renal and pancreas transplantation: Noninvasive screening for coronary artery disease using radionuclide methods.  Transplantation 1996;62(9):1230‐5. [MEDLINE: 8932262]  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 34",https://www.ncbi.nlm.nih.gov/pubmed/8932262,8932262
"Jassal DS, Neilan TG, Picard MH, Wood MJ. Stress echocardiography: Abnormal response of tissue Doppler‐derived indices to dobutamine in the absence of obstructive coronary artery disease in patients with chronic renal failure.  Echocardiography 2007;24(6):580‐6. [MEDLINE: 17584197]  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 3",https://www.ncbi.nlm.nih.gov/pubmed/17584197,17584197
"Marwick TH, Steinmuller DR, Underwood DA, Hobbs RE, Go RT, Swift C, et al. Ineffectiveness of dipyridamole SPECT thallium imaging as a screening technique for coronary artery disease in patients with end‐stage renal failure.  Transplantation 1990;49(1):100‐3. [MEDLINE: 2300998]  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 99",https://www.ncbi.nlm.nih.gov/pubmed/2300998,2300998
"Bates JR, Sawada SG, Segar DS, Spaedy AJ, Petrovic O, Fineberg NS, et al. Evaluation using dobutamine stress echocardiography in patients with insulin‐dependent diabetes mellitus before kidney and/or pancreas transplantation.  American Journal of Cardiology 1996;77(2):175‐9. [MEDLINE: 8546087]  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 57",https://www.ncbi.nlm.nih.gov/pubmed/8546087,8546087
"Lima JJG, Sabbaga E, Vieira MLC, Paula FJ, Ianhez LE, Krieger EM, et al. Coronary angiography is the best predictor of events in renal transplant candidates compared with noninvasive testing.  Hypertension 2003;42(3):263‐8. [MEDLINE: 12913060]  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 71",https://www.ncbi.nlm.nih.gov/pubmed/12913060,12913060
