citation_journal,link,PMID
"Makhoul I, Smolkin RT, Sujov P, Kassis I, Tamir A, Shalginov R, et al. PCR‐based diagnosis of neonatal staphylococcal bacteremias.  Journal of Clinical Microbiology 2005;43(9):4823‐5. [PUBMED: 16145149]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/16145149,16145149
"Chen LH, Duan QJ, Cai MT, Wu YD, Shang SQ. Rapid diagnosis of sepsis and bacterial meningitis in children with real‐time fluorescent quantitative polymerase chain reaction amplification in the bacterial 16S rRNA gene.  Clinical Pediatrics 2009;48(6):641‐7. [PUBMED: 19407210] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19407210,19407210
"Jordan JA, Durso MB, Butchko AR, Jones JG, Brozanski BS. Evaluating the near‐term infant for early onset sepsis: progress and challenges to consider with 16S rDNA polymerase chain reaction testing.  Journal of Molecular Diagnostics 2006;8(3):357‐63. [PUBMED: 16825509] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/16825509,16825509
"Trovato L, Betta P, Romeo MG, Oliveri S. Detection of fungal DNA in lysis‐centrifugation blood culture for the diagnosis of invasive candidiasis in neonatal patients.  Clinical Microbiology and Infection 2012;18(3):E63‐5. [PUBMED: 22192484] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22192484,22192484
"Garcia‐Elorriaga G, Cortes‐Torres N, Ballesteros‐Del‐Olmo JC, Rey‐Pineda G, Gonzaez‐Bonilla C. The usefulness of the buffy coat smear and panbacterial polymerase chain reaction in early diagnosis of neonatal sepsis.  Revista de Investigacion Clinica 2012;64(3):275‐83. [PUBMED: 23045950] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/23045950,23045950
"Kasper DC, Altiok I, Mechtler TP, Bohm J, Straub J, Langgartner M, et al. Molecular detection of late‐onset neonatal sepsis in premature infants using small blood volumes: proof‐of‐concept.  Neonatology 2013;103(4):268‐73. [PUBMED: 23485823] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/23485823,23485823
"Jordan JA, Durso MB. Comparison of 16S rRNA gene PCR and BACTEC 9240 for detection of neonatal bacteremia.  Journal of Clinical Microbiology 2000;38(7):2574‐8. [PUBMED: 10878046] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/10878046,10878046
"Tirodker UH, Nataro JP, Smith S, LasCasas L, Fairchild KD. Detection of fungemia by polymerase chain reaction in critically ill neonates and children.  Journal of Perinatology 2003;23(2):117‐22. [PUBMED: 12673260] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/12673260,12673260
"Shang S, Chen G, Wu Y, Du L, Zhao Z. Rapid diagnosis of bacterial sepsis with PCR amplification and microarray hybridization in 16S rRNA gene.  Pediatric Research 2005;58(1):143‐8. [PUBMED: 15985688] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/15985688,15985688
"Laforgia N, Coppola B, Carbone R, Grassi A, Mautone A, Lolascon A. Rapid detection of neonatal sepsis using polymerase chain reaction.  Acta Paediatrica 1997;86(10):1097‐9. [PUBMED: 9350892] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/9350892,9350892
"Fujimori M, Hisata K, Nagata S, Matsunaga N, Komatsu M, Shoji H, et al. Efficacy of bacterial ribosomal RNA‐targeted reverse transcription‐quantitative PCR for detecting neonatal sepsis: a case control study.  BMC Pediatrics 2010;10:53. [PUBMED: 20667142] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20667142,20667142
"Esparcia O, Montemayor M, Ginovart G, Pomar V, Soriano G, Pericas R, et al. Diagnostic accuracy of a 16S ribosomal DNA gene‐based molecular technique (RT‐PCR, microarray, and sequencing) for bacterial meningitis, early‐onset neonatal sepsis, and spontaneous bacterial peritonitis.  Diagnostic Microbiology and Infectious Disease 2011;69(2):153‐60. [PUBMED: 21251558] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/21251558,21251558
"Reier‐Nilsen T, Farstad T, Nakstad B, Lauvrak V, Steinbakk M. Comparison of broad range 16S rDNA PCR and conventional blood culture for diagnosis of sepsis in the newborn: a case control study.  BMC Pediatrics 2009;9:5. [PUBMED: 19152691] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19152691,19152691
"Wu YD, Shang SQ, Li JP, Yang ZQ, Zheng ZB, Du LZ, et al. A broad‐range 16S rRNA gene real‐time PCR assay for the diagnosis of neonatal septicemia.  Zhonghua Er Ke Za Zhi 2007;45(6):446‐9. [PUBMED: 17880793] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/17880793,17880793
"Paolucci M, Capretti MG, Dal Monte P, Corvaglia L, Landini MP, Varani S, et al. Laboratory diagnosis of late‐onset sepsis in newborns by multiplex real‐time PCR.  Journal of Medical Microbiology 2009;58(Pt 4):533‐4. [PUBMED: 19273654] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19273654,19273654
"Ohlin A, Backman A, Bjorkqvist M, Molling P, Jurstrand M, Schollin J. Real‐time PCR of the 16S‐rRNA gene in the diagnosis of neonatal bacteraemia.  Acta Paediatrica 2008;97(10):1376‐80. [PUBMED: 18624992] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/18624992,18624992
"Wu YD, Chen LH, Wu XJ, Shang SQ, Lou JT, Du LZ, et al. Gram stain‐specific‐probe‐based real‐time PCR for diagnosis and discrimination of bacterial neonatal sepsis.  Journal of Clinical Microbiology 2008;46(8):2613‐9. [PUBMED: 18550744] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/18550744,18550744
"Tong MQ, Shang SQ, Wu YD, Zhao ZY. Rapid diagnosis of neonatal sepsis by 16SrRNA genes PCR amplification and genechip hybridization.  Zhonghua Er Ke Za Zhi 2004;42(9):663‐7. [PUBMED: 15482666] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/15482666,15482666
"Makhoul IR, Yacoub A, Smolkin T, Sujov P, Kassis I, Sprecher H. Values of C‐reactive protein, procalcitonin, and Staphylococcus‐specific PCR in neonatal late‐onset sepsis.  Acta Paediatrica 2006;95(10):1218‐23. [PUBMED: 16982493] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/16982493,16982493
"Enomoto M, Morioka I, Morisawa T, Yokoyama N, Matsuo M. A novel diagnostic tool for detecting neonatal infections using multiplex polymerase chain reaction.  Neonatology 2009;96(2):102‐8. [PUBMED: 19279393] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19279393,19279393
"Jordan JA, Durso MB. Real‐time polymerase chain reaction for detecting bacterial DNA directly from blood of neonates being evaluated for sepsis.  Journal of Molecular Diagnostics 2005;7(5):575‐81. [PUBMED: 16258155] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/16258155,16258155
"Yadav AK, Wilson CG, Prasad PL, Menon PK. Polymerase chain reaction in rapid diagnosis of neonatal sepsis.  Indian Pediatrics 2005;42(7):681‐5. [PUBMED: 16085969] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/16085969,16085969
"Brand M, Peters RP, Catsburg A, Rubenjan A, Broeke FJ, Dungen FA, et al. Development of a multiplex real‐time PCR assay for the rapid diagnosis of neonatal late onset sepsis.  Journal of Microbiological Methods 2014;106:8‐15. [PUBMED: 25102109] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/25102109,25102109
"Taira CL, Okay TS, Delgado AF, Ceccon ME, Almeida MT, Negro GM. A multiplex nested PCR for the detection and identification of Candida species in blood samples of critically ill paediatric patients.  BMC Infectious Diseases 2014;14:406. [PUBMED: 25047415] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/25047415,25047415
"Chan KY, Lam HS, Cheung HM, Chan AK, Li K, Fok TF, et al. Rapid identification and differentiation of Gram‐negative and Gram‐positive bacterial bloodstream infections by quantitative polymerase chain reaction in preterm infants.  Critical Care Medicine 2009;37:2441‐7. [PUBMED: 19531943] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19531943,19531943
"Dutta S, Narang A, Chakraborty A, Ray P. Diagnosis of neonatal sepsis using universal primer polymerase chain reaction before and after starting antibiotic drug therapy.  Archives of Pediatrics and Adolescent Medicine 2009;163(1):6‐11. [PUBMED: 19124696] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19124696,19124696
