,citation_journal,link,PMID
0,"Hovi L, Saxen H, Saarinen‐Pihkala UM, Vettenranta K, Meri T, Richardson M. Prevention and monitoring of invasive fungal infections in pediatric patients with cancer and hematologic disorders.  Pediatric Blood and Cancer 2007;48(1):28‐34. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/16395687,16395687
1,"Zhang XY, Zhao SY, Jiang ZF. Value of serum galactomannan assay in the diagnosis of pediatric invasive pulmonary aspergillosis.  Zhonghua Er Ke Za Zhi 2009;47(2):83‐6. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19573449,19573449
2,"Pinel C, Fricker‐Hidalgo H, Lebeau B, Garban F, Hamidfar R, Ambroise‐Thomas P, et al. Detection of circulating Aspergillus fumigatus galactomannan: value and limits of the Platelia test for diagnosing invasive aspergillosis.  Journal of Clinical Microbiology 2003;41(5):2184‐6. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/12734275,12734275
3,"Barnes RA, Stocking K, Bowden S, Poynton MH, White PL. Prevention and diagnosis of invasive fungal disease in high‐risk patients within an integrative care pathway.  Journal of Infection 2013;67(3):206‐14. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/23644098,23644098
4,"Liu SJ, Wang X, Wang XH, Zhou H, Yuan D, Jiang H. Quantitative PCR for early diagnosis of invasive fungal infections in patients with hematologic malignancies.  Journal of Experimental Hematology/Chinese Association of Pathophysiology 2012;20(5):1225‐30. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/23114153,23114153
5,"Herbrecht R, Letscher‐Bru V, Oprea C, Lioure B, Waller J, Campos F, et al. Aspergillus galactomannan detection in the diagnosis of invasive aspergillosis in cancer patients.  Journal of Clinical Oncology 2002;20(7):1898‐906. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/11919250,11919250
6,"White PL, Jones T, Whittle K, Watkins J, Barnes RA. Comparison of galactomannan enzyme immunoassay performance levels when testing serum and plasma samples.  Clinical and Vaccine Immunology 2013;20(4):636‐8. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/23389933,23389933
7,"Bialek R, Moshous D, Casanova JL, Blanche S, Hennequin C. Aspergillus antigen and PCR assays in bone marrow transplanted children.  European Journal of Medical Research 2002;7(4):177‐80. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/12010653,12010653
8,"Park SY, Lee S‐O, Choi S‐H, Sung H, Kim M‐N, Choi C‐M, et al. Aspergillus galactomannan antigen assay in bronchoalveolar lavage fluid for diagnosis of invasive pulmonary aspergillosis.  Journal of Infection 2010;61(6):492‐8. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20833201,20833201
9,"Suankratay C, Kanitcharaskul P, Arunyingmongkol K. Galactomannan antigenemia for the diagnosis of invasive aspergillosis in neutropenic patients with hematological disorders.  Journal of the Medical Association of Thailand 2006;89(11):1851‐8. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/17205865,17205865
