citation_journal,link,PMID
"Crandall BF, Hanson FW, Keener S, Matsumoto M, Miller W. Maternal serum screening for alpha‐fetoprotein, unconjugated estriol, and human chorionic gonadotropin between 11 and 15 weeks of pregnancy to detect fetal chromosome abnormalities.[see comment].  American Journal of Obstetrics and Gynecology 1993;168(6 Pt 1):1864‐7; discussion 1867‐9.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/7686337,7686337
"Krantz DA, Hallahan TW, Orlandi F, Buchanan P, Larsen JW, Macri JN. First‐trimester Down syndrome screening using dried blood biochemistry and nuchal translucency.  Obstetrics and Gynecology 2000;96(2):207‐13.    PubMed     Google Scholar   Web of Science® Times Cited: 109",https://www.ncbi.nlm.nih.gov/pubmed/10908764,10908764
"Brizot ML, Snijders RJ, Bersinger NA, Kuhn P, Nicolaides KH. Maternal serum pregnancy‐associated plasma protein A and fetal nuchal translucency thickness for the prediction of fetal trisomies in early pregnancy.  Obstetrics and Gynecology 1994;84(6):918‐22.    PubMed     Google Scholar   Web of Science® Times Cited: 66",https://www.ncbi.nlm.nih.gov/pubmed/7526305,7526305
"Cowans NJ, Stamatopoulou A, Spencer K. First trimester maternal serum placental growth factor in trisomy 21 pregnancies.  Prenatal Diagnosis 2010;30(5):449‐53.    PubMed     Google Scholar   Web of Science® Times Cited: 15",https://www.ncbi.nlm.nih.gov/pubmed/20301202,20301202
"Milunsky A, Wands J, Brambati B, Bonacchi I, Currie K. First‐trimester maternal serum alpha‐fetoprotein screening for chromosome defects.  American Journal of Obstetrics and Gynecology 1988;159(5):1209‐13.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 26",https://www.ncbi.nlm.nih.gov/pubmed/2461080,2461080
Wapner RJ. First trimester screening: the BUN study.  Seminars in Perinatology 2005;29(4):236‐9.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 9,https://www.ncbi.nlm.nih.gov/pubmed/16104674,16104674
"Wald NJ, Rodeck C, Hackshaw AK, Rudnicka A. SURUSS in perspective.[see comment].  BJOG: an international journal of obstetrics and gynaecology 2004;111(6):521‐31.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 62",https://www.ncbi.nlm.nih.gov/pubmed/15198778,15198778
"Christiansen M, Norgaard‐Pedersen B. Inhibin A is a maternal serum marker for Down's syndrome early in the first trimester.  Clinical Genetics 2005;68(1):35‐9.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 12",https://www.ncbi.nlm.nih.gov/pubmed/15952984,15952984
"Niemimaa M, Suonpaa M, Perheentupa A, Seppala M, Heinonen S, Laitinen P, et al. Evaluation of first trimester maternal serum and ultrasound screening for Down's syndrome in Eastern and Northern Finland.  European Journal of Human Genetics 2001;9(6):404‐8.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 23",https://www.ncbi.nlm.nih.gov/pubmed/11436120,11436120
"Christiansen M, Oxvig C, Wagner JM, Qin QP, Nguyen TH, Overgaard MT, et al. The proform of eosinophil major basic protein: a new maternal serum marker for Down syndrome.  Prenatal Diagnosis 1999;19(10):905‐10.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 23",https://www.ncbi.nlm.nih.gov/pubmed/10521813,10521813
"Kagan KO, Wright D, Valencia C, Maiz N, Nicolaides KH. Screening for trisomies 21, 18 and 13 by maternal age, fetal nuchal translucency, fetal heart rate, free beta‐hCG and pregnancy‐associated plasma protein‐A.  Human Reproduction 2008;23(9):1968‐75.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 107",https://www.ncbi.nlm.nih.gov/pubmed/18544579,18544579
