citation_journal,link,PMID
"Stetson WB, Phillips T, Deutsch A. The use of magnetic resonance arthrography to detect partial‐thickness rotator cuff tears.  Journal of Bone and Joint Surgery. American Volume 2005;87(Suppl 2):81‐8.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/16326727,16326727
"Gagey N, Desmoineaux P, Gagey O, Idy‐Peretti I, Mazas F. Contribution of MRI to the preoperative evaluation of rotator cuff tears [Apport de l'IRM dans le bilan pre‐chirurgical des lesions de la coiffe des rotateurs].  Revue de Chirurgie Orthopedique et Reparatrice de l Appareil Moteur 1991;77(8):521‐9.    PubMed     Google Scholar   Web of Science® Times Cited: 3",https://www.ncbi.nlm.nih.gov/pubmed/1812516,1812516
"Swen WA, Jacobs JW, Neve WC, Bal D, Bijlsma JW. Is sonography performed by the rheumatologist as useful as arthrography executed by the radiologist for the assessment of full thickness rotator cuff tears?.  Journal of Rheumatology 1998;25(9):1800‐6.    PubMed     Google Scholar   Web of Science® Times Cited: 12",https://www.ncbi.nlm.nih.gov/pubmed/9733463,9733463
"Gagey N, Desmoineaux P, Gagey O, Idy‐Peretti I, Mazas F. MRI in the pre‐operative evaluation of lesions of the rotator cuff [Apport de l'IRM dans le bilan pre‐chirurgical des lesions de la coiffe des rotateurs].  Journal de Radiologie 1993;74(1):39‐46.    PubMed     Google Scholar   Web of Science® Times Cited: 1",https://www.ncbi.nlm.nih.gov/pubmed/8483150,8483150
"Candia A, Doratiotto S, Paschina E, Segatto E, Pelizzo F, Bazzocchi M. Real‐time compound sonography of the rotator‐cuff: evaluation of artefact reduction and image definition.  Radiologia Medica 2003;105(4):308‐14.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/12835624,12835624
"Della Sala SW, Bianchini G. Magnetic resonance in the study of the painful shoulder. The surgical comparison in 30 consecutive cases [La Risonanza Magnetica nello studio della spalla dolorosa. Raffronto chirurgico in 30 casi consecutivi].  Radiologia Medica 1996;91(4):348‐55.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/8643842,8643842
"Iannotti JP, Ciccone J, Buss DD, Visotsky JL, Mascha E, Cotman K, et al. Accuracy of office‐based ultrasonography of the shoulder for the diagnosis of rotator cuff tears.  Journal of Bone and Joint Surgery. American Volume 2005;87(6):1305‐11.    PubMed     Google Scholar   Web of Science® Times Cited: 84",https://www.ncbi.nlm.nih.gov/pubmed/15930541,15930541
Taboury J. Ultrasonography of the shoulder: diagnosis of rupture of tendons of the rotator muscles [Echographie de l'epaule. Diagnostic de rupture des tendons des muscles rotateurs].  Annales de Radiologie 1992;35(3):133‐40.    PubMed     Google Scholar   Web of Science® Times Cited: 1,https://www.ncbi.nlm.nih.gov/pubmed/1288376,1288376
"Milosavljevic J, Elvin A, Rahme H. Ultrasonography of the rotator cuff: a comparison with arthroscopy in one‐hundred‐and‐ninety consecutive cases.  Acta Radiologica 2005;46(8):858‐65.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 28",https://www.ncbi.nlm.nih.gov/pubmed/16392611,16392611
"Swen WA, Jacobs JW, Algra PR, Manoliu RA, Rijkmans J, Willems WJ, et al. Sonography and magnetic resonance imaging equivalent for the assessment of full‐thickness rotator cuff tears.  Arthritis and Rheumatism 1999;42(10):2231‐8.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 53",https://www.ncbi.nlm.nih.gov/pubmed/10524698,10524698
"Yen CH, Chiou HJ, Chou YH, Hsu CC, Wu JJ, Ma HL, et al. Six surgery‐correlated sonographic signs for rotator cuff tears: Emphasis on partial‐thickness tear.  Clinical Imaging 2004;28(1):69‐76.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 22",https://www.ncbi.nlm.nih.gov/pubmed/14996453,14996453
"Misamore GW, Woodward C. Evaluation of degenerative lesions of the rotator cuff. A comparison of arthrography and ultrasonography.  Journal of Bone and Joint Surgery. American Volume 1991;73(5):704‐6.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 27",https://www.ncbi.nlm.nih.gov/pubmed/2045394,2045394
"Wallny TA, Schild RL, Schulze Bertelsbeck D, Hansmann ME, Kraft CN. Three‐dimensional ultrasonography in the diagnosis of rotator cuff lesions.  Ultrasound in Medicine and Biology 2001;27(6):745‐9.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 7",https://www.ncbi.nlm.nih.gov/pubmed/11516533,11516533
"Kang CH, Kim SS, Kim JH, Chung KB, Kim YH, Oh YW, et al. Supraspinatus tendon tears: Comparison of 3D US and MR arthrography with surgical correlation.  Skeletal Radiology 2009;38(11):1063‐9.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 11",https://www.ncbi.nlm.nih.gov/pubmed/19543893,19543893
"Teefey SA, Middleton WD, Payne WT, Yamaguchi K. Detection and measurement of rotator cuff tears with sonography: Analysis of diagnostic errors.  American Journal of Roentgenology 2005;184(6):1768‐73.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 36",https://www.ncbi.nlm.nih.gov/pubmed/15908528,15908528
"Mohtadi NG, Vellet AD, Clark ML, Hollinshead RM, Sasyniuk TM, Fick GH, et al. A prospective, double‐blind comparison of magnetic resonance imaging and arthroscopy in the evaluation of patients presenting with shoulder pain.  Journal of Shoulder and Elbow Surgery 2004;13(3):258‐65.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 34",https://www.ncbi.nlm.nih.gov/pubmed/15111894,15111894
