citation_journal,link,PMID
"Mallee W, Doornberg JN, Ring D, Dijk CN, Maas M, Goslings JC. Comparison of CT and MRI for diagnosis of suspected scaphoid fractures.  Journal of Bone and Joint Surgery. American Volume 2011;93(1):20‐8. [PUBMED: 21209265]  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 27",https://www.ncbi.nlm.nih.gov/pubmed/21209265,21209265
"Breitenseher MJ, Metz VM, Gilula LA, Gaebler C, Kukla C, Fleischmann D, et al. Radiographically occult scaphoid fractures: value of MR imaging in detection.  Radiology 1997;203(1):245‐50. [PUBMED: 9122402]  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 111",https://www.ncbi.nlm.nih.gov/pubmed/9122402,9122402
Breitenseher. MRI in radiologically occult scaphoid fractures. Initial experiences with 1.0 Tesla (whole body‐middle field equipment) versus 0.2 Tesla (dedicated low‐field equipment) [MRT bei radiologisch okkulten Kahnbeinfrakturen. Erste Erfahrungen von 1.0 Tesla (Ganzkorper‐Mittelfeldgerat) versus 0.2 Tesla (dediziertes Niederfeldgerat)].  Der Radiologe 1997;37(10):812‐8.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 21,https://www.ncbi.nlm.nih.gov/pubmed/9454275,9454275
"Tiel‐van Buul MMC, Beek EJR, Dijkstra PF, Bakker AJ, Broekhuizen TH, Royen EA. Significance of a hot spot on the bone scan after carpal injury: evaluation by computed tomography.  European Journal of Nuclear Medicine 1993;20:159‐64.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 34",https://www.ncbi.nlm.nih.gov/pubmed/8440272,8440272
"Kukla C, Gaebler C, Breitenseher MJ, Trattnig S, Vecsei V. Prospective comparison of MRI vs. direct magnification radiography in occult fractures of the scaphoid bone [Prospektiver Vergleich MRT vs.direkte Vergröûerungsradiographiebei okkulten Frakturendes Os scaphoideum].  Unfallchirurg 1998;101(1):32‐6.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 3",https://www.ncbi.nlm.nih.gov/pubmed/9522669,9522669
"Beeres FJ, Rhemrev SJ, Hollander P, Kingma LM, Meylaerts SA, Cessie S, et al. Early magnetic resonance imaging compared with bone scintigraphy in suspected scaphoid fractures.  Journal of Bone and Joint Surgery. British volume 2008;90(9):1205‐9. [PUBMED: 18757961]  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 35",https://www.ncbi.nlm.nih.gov/pubmed/18757961,18757961
"Memarsadeghi M, Breitenseher MJ, Schaefer‐Prokop C, Weber M, Aldrian S, Gabler C, et al. Occult scaphoid fractures: comparison of multidetector CT and MR imaging‐‐initial experience.  Radiology 2006;240(1):169‐76. [PUBMED: 16793977]  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 78",https://www.ncbi.nlm.nih.gov/pubmed/16793977,16793977
"Gaebler C, Kukla C, Breitenseher MJ, Trattnig S, Mittlboeck M, Vecsei V. Magnetic resonance imaging of occult scaphoid fractures.  Journal of Trauma 1996;41(1):73‐6.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 70",https://www.ncbi.nlm.nih.gov/pubmed/8676426,8676426
"O'Carroll PF, Doyle J, Duffy G. Radiography and scintigraphy in the diagnosis of carpal scaphoid fractures.  Irish Journal of Medical Science 1982;151(7):211‐3. [PUBMED: 7129827]  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 2",https://www.ncbi.nlm.nih.gov/pubmed/7129827,7129827
"Ilica AT, Ozyurek S, Kose O, Durusu M. Diagnostic accuracy of multidetector computed tomography for patients with suspected scaphoid fractures and negative radiographic examinations.  Japanese Journal of Radiology 2011;29(2):98‐103. [PUBMED: 21359934]  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 5",https://www.ncbi.nlm.nih.gov/pubmed/21359934,21359934
