citation_journal,link,PMID
"Lawn SD, Kerkhoff AD, Burton R, Schutz C, Boulle A, Vogt M, et al. Diagnostic accuracy, incremental yield and prognostic value of Determine TB‐LAM for routine diagnostic testing for tuberculosis in HIV‐infected patients requiring acute hospital admission in South Africa: a prospective cohort.  BMC Medicine 2017;15(1):67.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/28320384,28320384
"Drain PK, Gounder L, Sahid F, Moosa MY. Rapid urine LAM testing improves diagnosis of expectorated smear‐negative pulmonary tuberculosis in an HIV‐endemic region.  Scientific Reports 2016;6:19992.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/26865526,26865526
"Peter JG, Zijenah LS, Chanda D, Clowes P, Lesosky M, Gina P, et al. Effect on mortality of point‐of‐care, urine‐based lipoarabinomannan testing to guide tuberculosis treatment initiation in HIV‐positive hospital inpatients: a pragmatic, parallel‐group, multicountry, open‐label, randomised controlled trial.  Lancet 2016;387(10024):1187‐97.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/26970721,26970721
"Nakiyingi L, Moodley VM, Manabe YC, Nicol MP, Holshouser M, Armstrong DT, et al. Diagnostic accuracy of a rapid urine lipoarabinomannan test for tuberculosis in HIV‐infected adults.  Journal of Acquired Immune Deficiency Syndromes 2014;66(3):270‐9.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/24675585,24675585
"Hanifa Y, Fielding K L, Chihota V N, Adonis L, Charalambous S, Karstaedt A, et al. Diagnostic accuracy of lateral flow urine LAM assay for TB screening of adults with advanced immunosuppression attending routine HIV care in South Africa.  PLOS One 2016;11(6):e0156866. [DOI: 10.1371/journal.pone.0156866] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/27271432,27271432
"Bjerrum S, Kenu E, Lartey M, Newman MJ, Addo KK, Andersen AB, et al. Diagnostic accuracy of the rapid urine lipoarabinomannan test for pulmonary tuberculosis among HIV‐infected adults in Ghana‐ findings from the DETECT HIV‐TB study.  BMC Infectious Diseases 2015;15:407.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/26427365,26427365
"LaCourse SM, Cranmer LM, Matemo D, Richardson B, Kinuthia J, John‐Stewart G, et al. Active tuberculosis case finding in HIV‐infected pregnant women in Kenya reveals poor performance of symptom screening and rapid diagnostic tests.  Journal of Acquired Immune Deficiency Syndromes 2016;71(2):219‐27.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/26334736,26334736
"Thit SS, Aung NM, Htet ZW, Boyd MA, Saw HA, Anstey NM, et al. The clinical utility of the urine‐based lateral flow lipoarabinomannan assay in HIV‐infected adults in Myanmar: an observational study.  BMC Medicine 2017;15(1):145.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/28774293,28774293
"Juma FO, Yonga G, Waweru P, Revathi G, Nelson M, Shah R. The diagnostic accuracy of Determine TB LAM antigen in detection of extra pulmonary tuberculosis (EPTB).  Journal of Infection 2017;75(6):583‐6.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/28882657,28882657
"Peter JG, Theron G, Zyl‐Smit R, Haripersad A, Mottay L, Kraus S, et al. Diagnostic accuracy of a urine lipoarabinomannan strip‐test for TB detection in HIV‐infected hospitalised patients.  European Respiratory Journal 2012;40(5):1211‐20.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22362849,22362849
"Peter J, Theron G, Chanda D, Clowes P, Rachow A, Lesosky M, et al. Test characteristics and potential impact of the urine LAM lateral flow assay in HIV‐infected outpatients under investigation for TB and able to self‐expectorate sputum for diagnostic testing.  BMC Infectious Diseases 2015;15:262.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/26156025,26156025
"Drain PK, Losina E, Coleman SM, Giddy J, Ross D, Katz JN, et al. Value of urine lipoarabinomannan grade and second test for optimising clinic‐based screening for HIV‐associated pulmonary tuberculosis.  Journal of Acquired Immune Deficiency Syndromes 2015;68(3):274‐80.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/25415288,25415288
"Pandie S, Peter JG, Kerbelker ZS, Meldau R, Theron G, Govender U, et al. The diagnostic accuracy of pericardial and urinary lipoarabinomannan (LAM) assays in patients with suspected tuberculous pericarditis.  Scientific Reports 2016;6:32924. [DOI: 10.1038/srep32924] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/27633798,27633798
"Huerga H, Ferlazzo G, Bevilacqua P, Kirubi B, Ardizzoni E, Wanjala S, et al. Incremental yield of including Determine‐TB LAM assay in diagnostic algorithms for hospitalized and ambulatory HIV‐positive patients in Kenya.  PLOS One 2017;12(1):e0170976. [DOI: 10.1371/journal.pone.0170976] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/28125693,28125693
"Floridia M, Ciccacci F, Andreotti M, Hassane A, Sidumo Z, Magid NA, et al. Tuberculosis case finding with combined rapid point‐of‐care assays (Xpert MTB/RIF and Determine TB LAM) in HIV‐positive individuals starting antiretroviral therapy in Mozambique.  Clinical Infectious Diseases 2017;65(11):1878‐83.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/29020319,29020319
