citation_journal,link,PMID
"Mehrotra R, Mishra S, Singh M, Singh M. The efficacy of oral brush biopsy with computer assisted analysis in identifying precancerous and cancerous lesions.  Head & Neck Oncology 2011;3(39):1‐7.    PubMed     Google Scholar   Web of Science® Times Cited: 25",https://www.ncbi.nlm.nih.gov/pubmed/21205320,21205320
"Upadhyay J, Rao NN, Upadhyay RB, Agarwal P. Reliability of toluidine blue vital staining in detection of potentially malignant oral lesions ‐ time to reconsider.  Asian Pacific Journal of Cancer Prevention 2011;12:1757‐60.    PubMed     Google Scholar   Web of Science® Times Cited: 2",https://www.ncbi.nlm.nih.gov/pubmed/22126560,22126560
"Allegra E, Lombardo N, Puzzo L, Garozzo A. The usefulness of toluidine staining as a diagnostic tool for precancerous and cancerous oropharyngeal and oral cavity lesions [Utilità della colorazione con toluidina nella diagnosi delle lesioni precancerosee cancerose dell’orofaringe e del cavo orale].  ACTA Otorhinolaryngologica Italica 2009;29:187‐90.    PubMed     Google Scholar   Web of Science® Times Cited: 6",https://www.ncbi.nlm.nih.gov/pubmed/20161875,20161875
"Ujaoney S, Motwani MB, Degwekar S, Wadhwan V, Zade P, Chaudhary M, et al. Evaluation of chemiluminescence, toluidine blue and histopathology for detection of high risk oral precancerous lesions: A cross‐sectional study.  BMC Clinical Pathology 2012;12(6):1‐7.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22240170,22240170
"Svirsky JA, Burns JC, Carpenter WM, Cohen DM, Bhattacharyya I, Fantasia JE, et al. Comparison of computer‐assisted brush biopsy results with follow up scalpel biopsy and histology.  General Dentistry 2002;50(6):500‐3.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/12572180,12572180
"Guneri P, Epstein JB, Kaya A, Veral A, Kazandy A, Boyacioglu H. The utility of toluidine blue staining and brush cytology as adjuncts in clinical examination of suspicious oral mucosal lesions.  Oral and Maxillofacial Surgery 2011;40:155‐66.    PubMed     Google Scholar   Web of Science® Times Cited: 12",https://www.ncbi.nlm.nih.gov/pubmed/21112183,21112183
"Rahman F, Tippu SR, Khandelwal S, Girish KL, Manjunath BC, Bhargava A. A study to evaluate the efficacy of toluidine blue and cytology in detecting oral cancer and dysplastic lesions.  Quintessence International 2012;43:51‐9.    PubMed     Google Scholar   Web of Science® Times Cited: 2",https://www.ncbi.nlm.nih.gov/pubmed/22259809,22259809
"Onizawa K, Saginoya H, Furuya Y, Yoshida H, Fukuda H. Usefulness of fluorescence photography for diagnosis of oral cancer.  Oral and Maxillofacial Surgery 1999;28:206‐210.    PubMed     Google Scholar   Web of Science® Times Cited: 26",https://www.ncbi.nlm.nih.gov/pubmed/10355944,10355944
"Cheng B, Yang L. The clinical evaluation of Oratest in detecting oral mucosal lesions.  West China Journal of Stomatology 2003;21(2):124‐6.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/12838698,12838698
"Cheng B, Yang L. The clinical evaluation of Oratest in detecting oral mucosal lesions.  West China Journal of Stomatology 2003;21(2):124‐6.    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/12838698,12838698
"Du GF, Li CZ, Chen HZ, Chen XM, Xiao Q, Cao ZG, et al. Rose bengal staining in detection of oral precancerous and malignant lesions with colorimetric evaluation: A pilot study.  International Journal of Cancer 2007;120(9):1958‐63.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 11",https://www.ncbi.nlm.nih.gov/pubmed/17245698,17245698
