citation_journal,link,PMID
"Bach F, Grundmann U, Bauer M, Buchinger H, Soltész S, Graeter T, et al. Modulation of the inflammatory response to cardiopulmonary bypass by dopexamine and epidural anesthesia.  Acta Anaesthesiologica Scandinavica 2002;46(10):1227‐35. [PUBMED: 12421195] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/12421195,12421195
"Onan B, Onan IS, Kilickan L, Sanisoglu I. Effects of epidural anesthesia on acute and chronic pain after coronary artery bypass grafting.  Journal of Cardiac Surgery 2013;28(3):248‐53. [DOI: 10.1111/jocs.12086; PUBMED: 23461638] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/23461638,23461638
"Nagaraja PS, Ragavendran S, Singh NG, Asai O, Bhavya G, Manjunath N, et al. Comparison of continuous thoracic epidural analgesia with bilateral erector spinae plane block for perioperative pain management in cardiac surgery.  Annals of Cardiac Anaesthesia 2018;21(3):323‐7. [CENTRAL: 01629440; DOI: 10.4103/aca.ACA_16_18; EMBASE: 623313977; MEDLINE: 30052229] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/30052229,30052229
"Svircevic V, Nierich AP, Moons KG, Diephuis JC, Ennema JJ, Brandon Bravo Bruinsma GJ, et al. Thoracic epidural anesthesia for cardiac surgery: a randomized trial.  Anesthesiology 2011;114(2):262‐70. [DOI: 10.1097/ALN.0b013e318201d2de; PUBMED: 21239976 ] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/21239976,21239976
"Stenseth R, Bjella L, Berg EM, Christensen O, Levang OW, Gisvold SE. Effects of thoracic epidural analgesia on pulmonary function after coronary artery bypass surgery.  European Journal of Cardiothoracic Surgery 1996;10(10):859‐65. [PUBMED: 8911839] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/8911839,8911839
"Berendes E, Schmidt C, Aken H, Hartlage MG, Wirtz S, Reinecke H, et al. Reversible cardiac sympathectomy by high thoracic epidural anesthesia improves regional left ventricular function in patients undergoing coronary artery bypass grafting: a randomized trial.  Archives of Surgery 2003;138(12):1283‐90. [DOI: 10.1001/archsurg.138.12.1283; PUBMED: 14662525] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/14662525,14662525
"Rein KA, Stenseth R, Myhre HO, Levang OW, Krogstad A. The influence of thoracic epidural analgesia on transcapillary fluid balance in subcutaneous tissue. A study in patients undergoing aortocoronary bypass surgery.  Acta Anaesthesiologica Scandinavica 1989;33(1):79‐83. [PUBMED: 2644753] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/2644753,2644753
"Stenseth R, Bjella L, Berg EM, Christensen O, Levang OW, Gisvold SE. Thoracic epidural analgesia in aortocoronary bypass surgery. I: haemodynamic effects.  Acta Anaesthesiologica Scandinavica 1994;38(8):826‐33. [PUBMED: 7887106] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/7887106,7887106
"Fawcett WJ, Edwards RE, Quinn AC, MacDonald IA, Hall GM. Thoracic epidural analgesia started after cardiopulmonary bypass: adrenergic, cardiovascular and respiratory sequelae.  Anaesthesia 1997;52(4):294‐9. [PUBMED: 9135178] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/9135178,9135178
"El‐Shora HA, Beleehy AA, Abdelwahab AA, Ali GA, Omran TE, Hassan EA, et al. Bilateral paravertebral block versus thoracic epidural analgesia for pain control post‐cardiac surgery: a randomized controlled trial.  Thoracic and Cardiovascular Surgeon  2018 August 16 [Epub ahead of print]. [DOI: 10.1055/s‐0038‐1668496; MEDLINE: 30114712] CENTRAL   PubMed",https://www.ncbi.nlm.nih.gov/pubmed/30114712,30114712
